Sm100,gr0,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9
118,121.01241001058187,939.9417042120202,10688.63501688378,11836.310491371905,4259.7924953490065,4789.161916159626,3109.8057249056806,821.767185925973,46.06849892001788,0.0
119,469.52815084105765,2698.975464951658,13526.46371575008,16023.838802305028,5941.643606904994,6934.432629618033,4016.595511235582,936.5607216362499,44.25252074682215,0.0
120,498.5711292435973,1535.238116879633,2303.7867596565698,2766.058739760903,1469.265131055311,1961.178918728686,1120.6955274625818,286.7078932763888,14.623403184155054,0.0
121,416.28269043640165,1020.5081360016219,1890.5864271293337,2255.7037268659283,1155.3195902315267,1233.1374993704428,777.4514312264201,186.26354952989652,9.940091053281867,0.0
122,488.89013644275076,1709.7987190904369,1354.5954297473063,1866.3944542088645,1297.0435772319777,1728.057651030748,1053.894399002542,290.5711372666385,19.354504214322866,0.0
123,179.09836681566117,559.489109650012,551.5834627604139,852.227441404749,482.5791456091315,763.1946263920594,464.7652980092127,124.45164568590123,7.646223887139897,0.0
124,87.12893520761895,1016.0322231244218,4950.607757637637,5417.614752269728,2038.8520408356057,2534.731244017264,1584.7501751690281,345.48439112804505,13.954358594030312,0.0
125,38.72397120338619,179.03651508800385,524.296648348238,781.8900518070441,377.6316362480378,487.5194764952913,292.7879247397487,68.43460782728049,3.6319563463914513,0.0
126,9.680992800846548,138.753299193203,816.6553741929803,798.2475842716266,281.65399948190947,340.43105759063985,195.42883326075457,53.53352386488877,2.819545058382837,0.0
128,159.73638121396806,1530.7622040024328,12754.63667951996,13148.184595031424,4738.783691920152,5228.577004082327,3258.3316381838536,784.5144760199937,48.266788287570606,0.0
129,212.9818416186241,841.471620913618,7429.809752801052,7162.963466240682,2589.6022181664734,2735.4745578682664,1632.3637454543755,394.8787250033806,24.42012753955305,0.0
130,164.57687761439135,599.7723255448128,3983.874904177689,3971.6088824006342,1429.797691637464,1617.972607951166,981.4080681203711,256.9057253516054,14.575614284860428,0.0
131,227.5033308198939,1078.6950034052231,6509.854295476262,6911.057466286112,2579.7353583120116,2747.5006550114135,1674.292113317592,368.66385506954333,21.83952697764333,0.0
132,295.2702804258198,1588.9490714060341,9024.139337741048,10094.233283893867,3574.4942290936597,4337.720731093778,2637.9339238688035,594.6636284991511,29.103439670426233,0.0
133,38.72397120338619,223.79564386000482,1194.772659618847,1203.914389393273,439.52375715329816,479.19371693465064,316.23938473103925,90.51028777156452,4.587734332283938,0.0
134,193.619856016931,944.4176170892204,3097.0534357819706,3256.7847136983783,1249.503252478662,1467.1838514640074,921.7134426879952,238.69328939757108,16.057070162993785,0.0
135,9.680992800846548,40.28321589480087,756.2345708517336,644.4867791045509,243.08354732355878,269.19955912738095,155.6324163058373,34.217303913640244,2.389444964731218,0.0
136,353.3562372308991,1660.5636774412358,12436.940197435339,13306.852659937873,4599.75066669819,5280.381730237425,3092.039467336521,786.4460980151185,40.572775501136086,0.0
137,150.05538841312153,913.0862269488197,3796.7653196370534,4112.283661596043,1684.5420733344777,2197.0754396135044,1318.2563116316353,292.2268132624598,14.766769882038925,0.0
138,314.63226602751286,1172.689173826425,3186.7101117076913,3598.657142208153,1599.3282836823075,1991.7067037843685,1323.230863751,323.13276518445747,16.821692551707777,0.0
139,53.24546040465602,232.74746961440502,563.2778117942036,621.5862336541355,302.28470645032957,382.9849397894699,284.9707714093185,69.81433782379824,5.16120112381943,0.0
142,188.77935961650772,984.7008329840212,6671.62612377702,6142.253440450733,2327.6819383934876,2144.3456290627805,1295.5155019431113,309.88735721788703,19.689026509385236,0.0
143,353.3562372308991,1517.3344653708327,3100.951552126567,3237.155674740879,1650.4565574736093,1997.2572101581288,1053.894399002542,245.86788537946342,13.47646960108407,0.0
144,87.12893520761895,228.27155673720492,1140.1990307944952,1205.5501426397311,434.14183359631903,486.59439209966456,284.2601211065521,74.5054198119586,5.495723418881801,0.0
301,242.02482002116375,1016.0322231244218,7211.515237503644,6652.608453345708,2289.111486235137,2171.1730765359557,1308.307207392906,314.854385205351,21.313849085402463,0.0
302,721.2339636630679,2913.8192830572625,16697.58136207938,15598.542958225884,5419.597021878016,5460.773187384638,3224.2204236510674,733.1885201495334,42.53212037221568,0.0
303,164.57687761439135,465.49493922881004,6546.8864007499305,5730.043622343254,1987.7237670443037,2014.8338136750367,1277.7492443739518,331.9630371621711,21.696160279759457,0.0
304,556.6570860486765,1298.014734388028,4172.933546890623,4400.176232972696,1859.4545889363003,1900.1233486173212,1154.8067419953682,244.48815538294562,12.61626941378083,0.0
305,9.680992800846548,107.42190905280232,1058.3385875579672,937.2866102205779,343.54612038716976,321.92936967810505,225.2761459769426,60.15622784817398,3.6797452456860755,0.0
306,106.49092080931204,425.2117233340091,3438.1386159341696,3372.923194196914,1216.3147238772904,1174.8571824459582,830.7502039338985,204.20003948462727,11.469335830709847,0.0
307,759.9579348664541,2815.349199758861,20884.158316176094,19509.62897050756,6634.117771236312,7014.91497203756,4401.767975334959,1093.0221032413629,77.94369474953233,0.0
308,566.3380788495232,3258.46457460167,16812.57579424498,17401.14303582288,6362.330631608866,7258.212168087392,4500.548367419487,1026.795063408511,53.09346711632766,0.0
309,847.0868700740732,2667.6440748112573,9832.998479244834,9768.718387848676,3871.39701198701,3862.2273517416343,2490.1186608933967,520.7101006857996,32.87876271470156,0.0
310,730.9149564639146,1665.0395903184358,5662.01399052651,5927.969765164702,2250.541034076786,2509.753965335342,1573.379770324766,348.79574311968764,21.313849085402463,0.0
401,266.2273020232801,823.5679694048176,7038.049060169097,6691.866531260706,2177.885066057567,2335.8380989575153,1589.0140769856264,409.2279169671652,33.786751801299424,0.0
402,484.0496400423275,1611.3286357920344,7186.177481263767,7609.524102523785,2839.861663566004,3451.489880083362,2014.6936083426883,500.2900967373368,32.44866262104994,0.0
403,464.6876544406344,2309.5710446352496,18288.012830674783,19192.292840694663,6685.246045027615,7625.470673151208,4384.712368068566,1077.0172352817572,60.54853540628906,0.0
404,832.5653808728033,2161.8659196876465,16319.464076653516,15928.965114010452,5258.139315168641,5631.913800575585,3291.732202413874,725.7379781683375,51.468644540310436,0.0
405,493.7306328431741,1732.1782834764372,12526.59687336106,12493.883296448123,4245.440699197062,4763.259553082078,2791.434389266342,660.338776333396,45.82955442354476,0.0
406,484.0496400423275,1875.4074955468402,17642.87457564405,16527.65080221417,5661.783581942077,5754.950025193942,3511.323145968685,860.6755718277735,54.38376739728252,0.0
407,324.3132588283594,751.9533633696161,5858.868865928636,6016.300440473448,2181.4730150955534,2303.460145110579,1358.763378889319,340.7933091398847,22.938671661419693,0.0
408,561.4975824490999,1660.5636774412358,7258.292633638803,7182.592505198181,2564.4865749005708,2967.6707411705775,1823.528676898532,496.97874474569426,35.889463370262895,0.0
501,188.77935961650772,425.2117233340091,2736.4776739067884,2396.378506061338,819.8463551798255,811.2990149646498,656.6408797561354,157.28921960302372,17.20400374606477,0.0
502,111.33141720973533,398.35624607080854,2898.249502207546,2751.3369605427783,851.2409092622041,881.605429032282,653.7982785450699,163.36003158770183,15.818125666520661,0.0
511,992.3017620867713,3607.5857790232776,25287.080727397915,22403.27646349221,8145.541303487961,7998.279684588783,5487.641637961989,1392.6994584850188,116.89164767465118,0.0
521,764.7984312668774,2081.299487898045,10589.233050096567,9878.313855361379,3396.8907517133475,3531.047138107262,2509.306219068089,583.073896528402,44.49146524329527,0.0
522,353.3562372308991,738.5256247380158,4256.743048299449,4159.720505743333,1340.9959529473076,1543.0407719054,907.5004366326676,216.61760945328703,16.343803558761532,0.0
523,517.9331148452904,1383.0570790548297,8380.950140882615,7836.893803781481,2520.5341991852406,2724.373545120746,1775.9151066131844,422.74927093303916,35.554941075200524,0.0
524,687.3504888601051,1718.7505448448371,7560.3966503450365,7205.493050648597,2670.3310715211605,2753.0511613851745,1874.6954986977112,412.81521495811137,34.933685384370406,0.0
525,140.37439561227498,335.6934657900072,1826.2675074434906,1825.5006230474085,727.4566674516834,730.8166725451235,587.7078003877965,166.67138357934442,18.20757063125188,0.0
531,687.3504888601051,1767.985586494038,10634.061388059428,10128.584102069492,3586.155063467115,3949.185284930548,2505.752967554257,664.2020203236458,56.39090116765674,0.0
532,513.0926184448672,1638.1841130552352,9341.835819825666,8599.154816631026,3038.095847914736,3124.010004031497,2268.395766430286,554.6514586001363,50.51286655441795,0.0
533,237.18432362074046,1186.1169124580256,9238.535736693859,8484.65208937895,3012.0832173893373,2995.42327303938,2319.5625882294653,663.0982363264316,58.87592393097721,0.0
541,130.69340281142843,349.1212044216075,2432.424599028256,2213.1741424580136,798.318660951909,852.0027283722263,584.1545488739646,182.4003055396468,16.487170256645403,0.0
542,445.32566883894134,1056.3154390192228,6289.610722006557,5949.23455736866,2180.576027836057,2239.629321812334,1422.011255835527,329.7554691677427,21.457215783286337,0.0
543,411.44219403597833,1329.3461245284286,4656.299973620597,4717.512362785596,1916.861773544078,2101.7917468639503,1287.698348612681,303.5405992339054,18.159781731957256,0.0
544,464.6876544406344,1857.50384403804,14200.837843365285,12920.814893773726,4376.400839083555,4656.8748475850025,2974.782167380068,788.10177401094,60.93084660064606,0.0
545,179.09836681566117,514.7299808780111,4120.308976238569,3719.7028824460635,1341.8929402068043,1457.93300750774,1078.7671595993654,277.0497833007646,25.13696102897241,0.0
546,266.2273020232801,1427.8162078268306,10994.63714993461,10506.443102001347,3827.4446362716803,4346.971575050045,2885.9508795342704,754.1604160966032,60.50074650699444,0.0
547,4.840496400423274,308.83798852680667,389.81163445965643,420.38858433977055,372.2497126910587,600.3797727617534,685.0668918667906,275.67005330424684,27.95650608735525,0.0
551,169.41737401481464,671.3869315800144,3814.306843187738,3592.1141292223197,1539.23013729604,1510.6628180584644,1161.9132450230318,341.6211471377954,34.933685384370406,0.0
561,67.76694960592586,443.11537484280956,3397.208394315906,3152.09650592505,1131.1009342251205,1138.7788910165152,813.6945966675054,216.06571745467994,24.611283136731547,0.0
562,183.93886321608443,1235.3519541072267,10228.657288221386,9500.454855429523,3327.822732732115,3401.535322719518,2227.178048869836,633.8479604002553,60.118435312637445,0.0
563,62.92645320550257,152.1810378248033,923.8535736693857,865.313467376415,303.1816937098261,376.5093490200827,293.4985750425151,99.34055974927813,12.61626941378083,0.0
564,77.44794240677238,210.3679052284045,1582.6352359062053,1612.8527010078355,560.6170371853293,610.5557011136475,436.33928589855753,134.93759365943612,14.432247586976557,0.0
571,232.3438272203172,801.1884050188172,6213.597453286924,5700.600063907006,2016.4273593481923,2053.68735829136,1480.9952309651364,407.29629497204036,44.49146524329527,0.0
572,421.1231868368249,1284.5869957564275,10020.108063785468,9606.77881644931,3224.6691978900144,3398.7600695326378,2230.7313003836675,572.8638945541705,42.771064868688796,0.0
573,377.55871923301544,1315.9183858968283,10610.672689991849,10036.98192026783,3242.6089430799448,3602.2786365705206,2203.7265888785455,542.7857806300835,40.90729779619845,0.0
574,406.60169763555507,1204.0205639668259,5465.159115124384,5869.082648292205,2225.425390810883,2572.6597042379603,1876.1167993032439,500.2900967373368,41.86307578209094,0.0
575,77.44794240677238,308.83798852680667,1906.17889250772,1995.6189606790663,740.0144890846346,761.3444576008059,596.9462543237595,181.57246754173616,20.2147044016261,0.0
576,159.73638121396806,559.489109650012,4307.418560779203,3984.6949083723002,1393.9182012576027,1577.2688945435893,1145.5682880594052,353.486825107848,38.80458622723498,0.0
601,203.30084881777753,734.0497118608158,5003.2323282896905,4367.461168043531,1484.513914466752,1582.81940091735,1179.6795025921913,337.7579031475457,36.74966355756614,0.0
602,517.9331148452904,1763.509673616838,14715.38920085203,13508.050309252238,4675.994583755395,4521.812525823499,2941.3816031500482,809.0736699580096,80.57208421073666,0.0
611,939.0563016821153,3612.061691900478,25281.23355288102,22125.198411594305,7354.398540612024,7774.409260847113,4884.299530913332,1178.28941702616,91.85026444426802,0.0
612,421.1231868368249,1454.6716850900311,9497.760473609529,8501.00962184353,2777.0725554012474,2856.660613695369,1930.1262223134888,513.5355047039072,50.99075554736419,0.0
621,614.7430428537559,1750.0819349852377,9070.916733876205,8299.811972529165,2831.7887782305356,3097.1825565583213,1823.528676898532,478.2144167930528,35.17262988084353,0.0
622,808.3628988706869,2792.96963537286,14584.802303308048,13182.535413207048,4621.278360926107,4607.845374616785,3064.3241055286317,780.9271780290476,62.65124697525253,0.0
623,735.7554528643377,2340.9024347756504,13520.616541233185,11844.489257604197,3790.6681586323225,3983.413407568737,2580.371249344727,690.9687822560901,61.886624586538545,0.0
624,198.46035241735427,922.0380527032198,6287.661663834258,5582.825830162012,1832.5449711514045,1960.253834333059,1390.0319922110398,386.04845302566696,35.5071521759059,0.0
631,358.19673363132233,1472.5753365988314,11973.064352428348,10817.236218828415,3561.039420201212,3667.0345442643925,2470.931102718704,619.4987684364706,49.27035517275771,0.0
632,203.30084881777753,635.5796285624137,4510.120610698225,4089.3831161456283,1431.591666156457,1403.3530281657625,887.602228155209,229.86301741985747,17.012848148886274,0.0
633,358.19673363132233,1427.8162078268306,9677.073825460971,8762.730141276852,3000.4223830158826,3196.166586890382,2401.9980233503657,677.1714822909126,64.08491395409128,0.0
641,271.06779842370344,1016.0322231244218,7049.743409202886,6529.926959861339,2251.4380213362824,2255.355756537989,1395.717194633171,350.17547311620547,27.478617094409007,0.0
642,169.41737401481464,890.7066625628191,7449.300334524035,6531.562713107797,2141.10858841821,1952.8531591680455,1203.8416128862482,296.0900572527095,22.46078266847345,0.0
643,793.8414096694171,2739.258680846459,14795.300585916259,13563.66591963182,4918.181143819456,5148.094661662801,3230.616276375965,814.0406979454737,58.2546682401471,0.0
644,571.1785752499464,2103.679052284045,7825.468561777603,7418.140972688169,2817.436982078591,3003.7490326000207,2044.5409210588762,510.77604471087176,36.032830068146765,0.0
645,96.8099280084655,375.97668168480806,3642.7897240254897,3268.234986423586,1082.663622212308,1117.5019499171003,815.8265475758046,250.00707536901666,25.519272223329406,0.0
651,508.25212204444387,2193.1973098280473,15011.64604304137,13436.077166408075,4578.222972470274,4675.376535497538,3047.979148565005,847.1542178618996,83.77394046347649,0.0
661,532.4546040465602,2197.6732227052476,20812.04316380106,18060.35159414555,6111.174198949838,5695.74462387383,3789.8980646531063,994.5093814899955,86.73685221974321,0.0
662,227.5033308198939,671.3869315800144,3964.384322454706,3778.58999931856,1314.0863351624118,1439.4313195952054,1053.894399002542,329.7554691677427,38.470063932172614,0.0
663,571.1785752499464,1588.9490714060341,9940.196678721239,9343.42254376953,3592.4339742835905,3477.3922431609108,2539.864182087043,754.7123080952102,90.51217526401854,0.0
671,445.32566883894134,1494.9549009848322,11002.433382623803,9734.367569673053,3795.1530949298053,3755.842646244559,2854.6822662125496,881.9234137741469,99.68764392858641,0.0
672,116.1719136101586,402.8321589480086,2619.5341835688914,2414.371791772379,905.9571320914922,909.3579609010841,645.2704749118733,205.57976948114504,26.57062800781114,0.0
673,111.33141720973533,514.7299808780111,2594.1964273290137,2492.887947602375,994.7588707816484,999.0911472768778,747.6041185102321,238.41734339826752,26.52283910851652,0.0
681,150.05538841312153,635.5796285624137,6151.227591773379,5944.327297629285,2463.127014577463,2382.092318738852,1773.783155704885,560.4463245855108,70.6319931574548,0.0
691,459.84715804021107,1799.3169766344388,8778.558008031463,9852.141803418046,3979.93247038609,3919.5825842704917,2781.4852850276125,713.0444622003741,73.73827161160538,0.0
