ADIDU,no_corr,gr0,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9
24490260,0,0,2,11,13,8,13,8,4,1,1
24490261,0,2,4,51,57,31,52,32,11,9,2
24490262,0,3,2,68,74,35,48,28,24,13,5
24490263,0,1,1,42,41,41,26,35,18,5,2
24490264,0,0,2,62,72,43,54,33,18,13,3
24490265,0,1,1,79,86,51,40,37,15,5,3
24490266,0,0,5,127,130,86,47,38,20,5,2
24490267,0,0,0,33,34,31,18,17,12,3,1
24490268,0,1,4,70,65,52,46,28,18,5,0
24490269,0,1,5,76,55,37,36,19,8,5,2
24490270,0,2,7,145,154,102,110,63,32,10,4
24490271,0,2,7,125,151,85,82,62,22,14,5
24490272,0,4,11,50,71,48,47,44,23,6,3
24490273,0,3,10,96,105,83,84,73,53,37,18
24490274,0,2,2,50,63,35,43,43,19,13,0
24490275,0,0,2,54,51,34,48,49,22,9,6
24490276,0,0,0,48,58,42,36,28,26,11,1
24490277,1,0,1,70,77,53,35,44,22,10,2
24490278,0,3,3,52,58,50,36,25,27,11,6
24490279,0,1,4,64,51,35,26,25,24,6,3
24490280,0,0,1,74,75,49,36,29,25,13,3
24490281,0,0,3,47,39,33,21,18,16,9,5
24490282,0,2,3,65,66,38,29,36,20,6,5
24490283,0,0,0,39,53,38,19,24,17,6,5
24490284,0,1,0,45,29,35,25,33,25,10,5
24490285,0,0,0,25,32,24,18,23,17,6,3
24490286,0,1,0,53,30,30,24,30,18,9,2
24490287,0,0,0,37,50,41,49,36,26,10,3
24490288,0,0,1,42,44,37,37,35,27,7,3
24490289,0,0,1,37,35,38,20,14,10,3,2
24490290,0,1,0,55,79,35,28,29,22,5,3
24490291,0,0,1,50,36,39,22,28,22,2,3
24490292,0,1,3,71,57,38,29,27,19,8,3
24490293,0,0,1,38,40,29,27,24,15,7,2
24490294,0,0,3,53,44,30,28,30,7,6,2
24490295,0,0,0,43,30,32,26,27,21,5,3
24490296,0,0,0,29,37,21,20,18,10,9,2
24490297,0,0,1,41,45,44,23,21,18,6,0
24490298,0,2,17,198,238,144,175,116,79,28,10
24490299,0,0,0,48,38,20,22,18,6,2,0
24490300,0,2,3,116,113,75,65,59,40,9,7
24490301,0,1,1,66,60,37,45,28,32,11,5
24490302,0,0,4,57,53,41,29,37,29,11,4
24490303,0,0,2,68,70,41,44,32,26,14,6
24490304,0,1,1,45,54,38,44,43,16,13,11
24490305,0,2,1,55,61,42,38,36,20,8,2
24490306,0,0,1,57,62,44,29,44,25,12,4
24490307,0,0,1,64,51,55,30,33,27,8,5
24490308,0,0,1,103,83,54,60,25,12,3,3
24490309,0,0,4,59,58,34,37,26,22,10,4
24490310,0,0,3,81,93,49,59,48,26,17,4
24490311,0,0,3,64,61,43,40,28,21,8,6
24490312,0,1,3,91,78,58,47,42,26,11,7
24490313,0,1,2,54,61,40,39,45,32,26,8
24490314,0,1,2,67,76,49,48,56,39,32,10
24490315,0,2,3,81,92,59,59,68,47,39,12
24490316,0,1,1,57,65,42,41,49,34,29,7
24490317,0,1,2,61,69,44,44,51,35,29,9
24500048,0,1,6,49,62,57,47,48,26,20,9
24500049,0,0,6,64,87,53,53,57,35,23,7
24500050,0,1,6,62,82,48,45,47,30,25,8
24500051,0,1,5,44,45,20,33,19,16,6,1
24500052,1,0,4,103,111,53,45,41,26,15,9
24500053,0,0,4,51,67,39,43,30,18,6,1
24500054,0,2,13,175,149,102,109,88,63,31,8
24500055,0,1,6,116,127,92,90,67,51,38,6
24500056,0,0,1,56,61,46,43,45,29,19,3
24500057,0,1,7,57,75,44,41,44,31,15,4
24500058,0,1,4,57,69,37,44,40,23,12,6
24500059,0,0,2,47,61,32,34,27,16,8,5
24500060,0,2,2,36,50,38,34,31,16,11,2
24500061,0,0,2,49,50,26,16,20,15,6,1
24500062,0,0,1,85,106,55,51,50,35,20,6
24500063,0,2,7,44,44,45,30,36,20,12,3
24500064,0,0,4,54,61,43,47,36,35,28,8
24500065,0,1,5,67,77,55,58,45,44,35,11
24500066,0,0,1,41,46,33,32,42,19,15,7
24500067,0,0,3,35,45,30,34,34,22,11,8
24500068,0,1,3,44,57,37,42,43,27,14,9
24500069,0,0,1,23,28,16,19,20,19,12,7
24500070,0,0,2,40,48,29,34,34,34,20,13
24500072,0,0,2,44,54,33,38,38,37,22,14
24500073,0,0,3,54,67,42,48,47,46,28,18
24500074,0,1,3,51,65,56,38,40,44,21,12
24500075,0,0,2,45,55,34,39,39,38,23,14
24500076,0,1,4,57,69,42,50,49,48,29,17
24500077,0,0,7,75,102,63,62,72,56,33,17
24500080,0,0,4,45,61,38,37,43,33,20,11
24500081,0,0,4,46,62,39,38,44,34,20,11
24500082,0,0,5,52,70,43,43,50,38,23,12
24500084,0,1,2,60,68,44,52,37,35,25,14
24500085,0,1,3,54,69,55,52,55,42,24,11
24500086,0,1,6,61,65,44,48,49,36,20,8
24500087,0,2,4,84,119,80,73,72,48,34,14
24500088,0,2,3,66,94,63,57,57,38,27,11
24500089,0,2,3,63,90,61,55,55,37,26,11
24500090,0,1,3,57,81,55,50,50,33,23,9
24500091,0,0,2,59,66,43,51,36,35,25,13
24500092,0,2,4,60,71,51,59,62,53,33,15
24500093,0,1,3,47,56,40,47,49,42,26,11
24500094,0,0,5,34,57,38,36,46,36,19,9
24500095,0,1,4,63,89,71,53,74,66,43,20
24500096,0,0,3,48,68,54,41,57,51,33,15
24500097,0,1,3,71,85,52,52,61,40,34,15
24500098,0,2,4,100,122,75,73,88,57,49,20
24510043,0,1,4,72,72,62,57,65,50,33,14
24510044,0,2,5,97,97,83,77,88,68,45,19
24510045,0,3,5,73,72,59,53,53,46,36,12
24510047,0,3,4,69,68,55,49,48,42,35,11
24510048,0,0,5,67,66,53,53,44,41,31,13
24510049,0,0,4,60,59,48,48,40,37,27,12
24510050,0,1,3,83,82,57,60,63,46,33,19
24510051,0,1,4,41,39,24,33,25,20,17,12
24510052,0,0,3,81,81,56,59,62,46,32,18
24510053,0,2,6,96,103,76,71,67,53,40,16
24510054,0,2,6,95,102,75,70,66,53,39,16
24510055,0,2,4,69,74,54,51,48,39,29,12
24510056,0,2,6,98,105,77,72,69,55,41,16
24510057,0,1,4,63,67,49,46,44,35,26,10
24510058,0,3,7,116,124,91,85,81,64,48,19
24510060,0,1,6,98,116,76,73,76,53,39,16
24510061,0,1,4,63,74,49,47,49,34,25,10
24510062,0,1,6,100,119,78,75,78,55,40,16
24510063,0,1,7,115,136,89,86,89,63,46,18
24510064,0,1,6,94,112,77,67,73,55,36,17
24510065,0,2,3,56,59,43,42,39,30,22,10
24510066,0,0,6,77,90,63,58,59,42,27,14
24510067,0,0,4,51,60,42,39,39,28,18,10
24510068,0,1,6,87,101,71,65,67,48,30,16
24510069,0,0,5,68,79,56,51,52,37,23,13
24510070,1,1,3,51,60,42,39,39,28,17,9
24510071,0,0,1,64,81,61,69,60,36,24,17
24510072,0,0,1,59,61,39,47,33,25,16,4
24510073,0,1,0,56,37,37,36,31,32,15,8
24510074,0,0,3,82,73,60,69,51,46,27,14
24510075,0,1,6,97,111,92,88,73,65,29,10
24510076,0,0,5,76,59,50,46,47,28,8,5
24510077,0,0,3,68,57,47,44,39,21,12,9
24510078,0,0,1,79,51,57,51,29,23,8,6
24510079,0,1,1,43,67,65,45,41,22,16,5
24510080,0,0,4,47,56,39,49,48,37,23,11
24510081,0,0,3,104,106,75,58,47,39,25,12
24510082,0,2,3,73,97,70,73,71,43,24,9
24510083,0,1,5,87,95,70,67,66,58,32,17
24510084,0,0,4,69,75,56,53,53,46,26,14
24510085,0,0,4,67,73,54,51,51,45,25,13
24510086,0,1,3,72,78,58,55,55,48,27,14
24510087,0,0,5,51,63,55,47,53,34,24,12
24510088,0,0,2,49,52,43,35,31,26,18,6
24510089,0,0,2,58,61,50,41,36,31,21,7
24510090,0,0,3,73,77,64,53,47,39,28,9
24510091,0,0,4,70,79,74,66,69,59,46,23
24510092,0,1,2,57,69,49,51,44,47,20,14
24510093,0,0,3,54,67,43,46,47,33,25,13
24510094,0,1,1,55,66,48,49,43,46,19,13
24510095,0,0,3,57,72,46,49,51,36,28,14
24510096,0,1,2,57,71,46,49,51,35,27,15
24510098,0,1,3,56,63,49,43,47,42,34,18
24510099,0,1,6,100,113,87,77,83,75,61,32
24510101,0,0,3,90,101,80,79,70,68,39,27
24510102,0,0,6,57,70,61,53,59,38,26,13
24510103,0,1,10,150,179,117,112,117,82,60,24
24510105,0,4,8,118,116,94,84,83,73,58,18
24510106,0,1,5,75,85,66,58,63,57,46,24
24510108,0,1,7,116,131,102,91,96,88,72,36
24520058,0,1,4,85,117,73,64,79,74,56,29
24520059,0,1,3,67,92,58,50,62,58,44,23
24520060,0,0,2,36,50,31,27,34,32,24,12
24520061,0,0,3,60,83,52,45,56,52,40,21
24520062,0,0,4,70,90,62,63,65,58,40,16
24520063,0,0,4,78,100,68,70,72,64,44,18
24520064,0,0,2,37,47,32,33,34,30,21,8
24520065,0,0,2,39,50,34,35,36,32,22,9
24520066,0,0,3,61,78,54,55,57,50,35,14
24520067,0,0,3,49,62,43,44,45,40,28,11
24520068,0,0,2,39,50,34,35,36,32,22,9
24520069,0,0,3,57,73,50,51,53,47,32,13
24520070,0,2,0,25,29,30,23,24,16,11,10
24520071,0,0,7,77,68,59,65,52,58,44,19
24520072,0,0,5,55,48,43,46,38,42,31,13
24520073,0,0,5,62,72,56,44,43,46,32,13
24520074,0,0,7,79,93,73,57,55,60,42,17
24520075,0,1,2,70,96,75,71,79,61,37,27
24520076,0,1,2,46,63,49,47,53,40,25,18
24520077,0,1,1,39,54,42,40,44,34,21,15
24520078,0,0,2,43,59,46,44,49,37,23,17
24520079,0,1,7,76,90,70,54,51,57,41,17
24520080,0,1,2,48,48,35,36,30,25,13,5
24520081,0,1,4,70,71,52,52,43,36,20,7
24520082,0,2,6,118,119,87,87,73,61,33,12
24520083,0,1,4,77,78,57,57,48,40,22,8
24520084,0,1,4,78,79,57,58,48,41,22,8
24520085,0,1,4,76,77,56,57,47,40,21,8
24520086,0,2,6,111,112,82,82,69,58,31,11
24520087,0,1,4,75,76,55,56,47,39,21,8
24520088,0,1,4,86,87,63,64,53,45,24,9
24520089,0,1,3,49,49,36,36,30,25,14,5
24520090,0,0,2,51,49,37,36,31,27,14,4
24520091,0,0,4,55,69,47,50,53,39,27,11
24520092,0,0,3,40,51,34,37,39,29,20,8
24520093,0,0,3,56,70,48,50,54,39,28,12
24520094,0,2,7,114,122,77,81,80,64,45,17
24520095,0,1,6,93,99,62,65,65,52,37,14
24520096,0,2,7,111,118,74,78,78,63,44,16
24520097,0,1,5,85,90,57,60,59,48,34,12
24520098,0,1,4,67,71,45,47,47,38,27,10
24520099,0,1,5,82,88,55,58,58,46,33,12
24520100,0,2,6,76,82,51,53,54,43,29,11
24520101,0,2,10,117,121,81,77,82,49,39,19
24520102,0,0,12,101,90,52,60,48,27,22,7
24520103,0,1,5,87,62,51,45,44,26,12,4
24520104,0,2,4,138,132,69,70,78,46,23,11
24520105,0,1,5,92,72,34,56,46,23,12,5
24520106,0,0,1,63,70,41,46,42,25,15,5
24520107,0,1,2,130,150,76,83,67,53,24,8
24520108,0,3,2,109,122,82,76,75,67,27,11
24520109,0,1,2,97,99,57,72,52,42,26,10
24520110,0,2,10,125,109,74,93,63,60,36,15
24520111,0,0,2,67,81,44,54,49,36,16,9
24520112,0,7,20,198,226,148,136,121,94,46,16
24520113,0,2,3,81,72,44,46,54,42,20,14
24520114,0,4,8,116,131,68,81,66,47,31,9
24520115,0,3,17,212,219,136,121,150,79,79,17
24520116,0,1,11,85,99,74,73,87,63,43,25
24520117,0,2,10,121,145,103,80,95,91,49,21
24520118,0,1,7,86,102,67,67,58,52,35,17
24520119,0,2,7,88,104,68,68,60,53,36,18
24520120,0,1,7,84,98,65,65,57,51,34,17
24520121,0,2,7,88,103,68,67,59,53,36,17
24520122,0,0,3,62,79,54,55,58,51,35,14
24520123,0,0,1,28,36,25,25,26,23,16,6
24520124,0,5,3,74,78,68,67,63,62,43,13
24530063,0,1,7,93,102,75,77,76,83,62,18
24530064,0,0,6,86,88,58,57,58,50,34,20
24530065,0,1,5,70,93,63,65,56,66,34,14
24530066,0,0,3,86,83,70,67,51,61,28,16
24530067,0,0,2,69,87,47,51,45,37,15,5
24530068,0,0,5,65,81,54,49,46,31,16,9
24530069,0,1,6,86,95,47,51,54,30,26,12
24530070,0,0,4,86,93,60,54,52,41,22,13
24530071,0,1,0,54,54,37,48,42,37,19,10
24530072,0,0,3,71,57,48,36,33,29,10,6
24530073,0,0,3,51,64,36,34,33,22,14,8
24530074,0,1,1,53,53,47,34,36,33,9,8
24530075,0,0,1,61,56,42,29,50,36,11,5
24530076,0,0,2,84,72,46,38,43,19,14,6
24530077,0,0,3,58,48,38,49,45,26,14,2
24530078,0,0,3,63,67,34,34,31,30,15,3
24530079,0,2,4,75,98,48,44,43,21,21,6
24530080,0,0,5,43,57,41,28,29,18,16,3
24530081,0,0,4,50,77,42,54,49,38,15,8
24530082,0,0,12,198,222,149,115,102,82,23,8
24530083,0,0,2,67,71,51,38,37,29,17,11
24530084,0,1,7,107,122,65,79,89,77,25,13
24530085,0,0,5,105,91,73,67,61,57,36,13
24530086,0,0,2,68,84,60,59,67,67,40,22
24530087,0,1,8,85,98,71,60,85,71,57,32
24530088,0,1,5,72,77,53,53,61,56,45,16
24530089,0,1,4,70,75,52,52,60,55,44,16
24530090,0,1,7,110,117,81,81,93,85,68,25
24530091,0,5,8,95,112,66,80,93,72,39,13
24530092,0,1,8,100,103,91,79,84,69,32,15
24530093,0,1,4,51,68,51,45,44,48,13,10
24530094,0,2,5,52,67,50,53,44,21,16,4
24530095,0,2,7,92,116,74,82,85,52,23,10
24530096,0,0,3,72,65,45,39,43,31,19,8
24530097,0,0,9,86,85,55,44,64,35,12,11
24530098,0,0,2,73,76,64,56,56,37,22,6
24530099,0,0,6,53,74,41,56,53,31,13,5
24530100,0,0,2,66,59,36,42,32,30,18,5
24530101,0,1,8,91,105,60,59,47,45,19,7
24530102,0,2,4,69,83,59,54,52,42,19,4
24530103,0,4,14,131,125,98,99,95,69,30,7
24530104,0,2,2,107,141,74,83,79,47,34,20
24530105,0,0,1,59,81,52,45,40,26,25,4
24530106,0,0,0,45,48,44,31,35,37,11,2
24530107,0,0,1,64,45,29,39,48,27,13,12
24530108,0,0,6,63,64,49,36,40,32,18,13
24530109,0,0,0,41,39,24,25,28,13,12,4
24530110,0,0,1,49,53,37,33,34,21,10,3
24530111,0,0,0,53,52,40,43,41,23,21,12
24530112,0,0,6,120,122,86,87,81,50,32,12
24530113,0,0,3,84,67,46,66,28,30,23,5
24530114,0,1,0,51,46,33,37,27,22,13,6
24530115,0,1,4,58,88,48,60,37,30,16,7
24530116,0,0,4,62,80,47,36,30,20,7,5
24530117,0,1,2,51,62,42,42,53,22,8,7
24530118,0,0,2,94,98,54,49,34,24,13,6
24530119,0,0,4,53,64,34,33,47,33,17,3
24530120,0,2,2,89,78,57,52,38,33,15,6
24530121,0,1,3,69,67,39,34,33,33,15,4
24530122,0,4,15,177,207,118,105,118,75,45,7
24530123,0,2,6,85,128,79,62,71,43,9,3
24530124,0,5,17,92,113,93,57,91,59,29,11
24530125,0,2,3,88,95,55,41,52,29,19,7
24530126,0,0,7,63,82,42,40,48,25,11,7
24530127,0,0,2,61,71,48,49,44,29,26,10
24530128,0,1,3,81,96,43,66,57,58,28,10
24530129,0,1,8,161,150,91,99,120,105,52,27
24530130,0,2,10,77,79,59,52,72,49,27,12
24530131,0,1,8,67,68,51,45,62,43,24,11
24530132,0,2,10,81,83,62,54,74,52,28,13
24530133,0,1,4,81,76,46,50,61,53,26,14
24530134,0,1,5,94,87,53,59,70,62,31,15
24530135,0,1,4,67,72,50,49,58,51,41,15
24530136,0,1,6,63,72,52,44,63,52,42,23
24530137,0,0,1,48,58,40,39,51,32,23,10
24530138,0,0,2,65,78,54,53,69,44,31,13
24530139,0,1,4,45,51,44,39,43,48,21,14
24530140,0,0,4,43,49,43,38,42,47,21,14
24530141,0,0,2,19,27,21,26,23,18,20,6
24530142,0,0,4,35,45,40,36,37,27,22,7
24530143,0,-1,4,50,61,64,52,67,43,28,15
24530144,0,1,5,52,60,43,37,52,43,35,20
24530145,0,1,9,80,100,96,82,95,67,49,19
24540103,0,0,4,57,60,47,42,63,43,29,12
24540104,0,2,4,60,75,45,45,47,38,24,8
24540105,0,1,3,41,52,31,31,33,26,17,6
24540106,0,2,4,64,82,50,50,53,41,26,10
24540107,0,1,3,62,59,44,51,47,33,21,12
24540108,0,2,3,67,64,47,55,51,36,22,13
24540109,0,2,4,86,82,61,70,66,46,29,17
24540110,0,2,3,61,73,46,43,51,30,19,10
24540111,0,3,4,93,111,70,66,78,45,30,16
24540112,0,2,3,64,77,48,46,54,31,20,11
24540113,0,1,2,48,58,36,34,40,23,15,8
24540114,0,1,2,46,55,35,33,38,22,15,8
24540115,0,1,4,66,81,50,47,56,32,21,11
24540116,0,1,3,41,48,31,35,37,25,16,6
24540117,0,2,9,140,163,106,119,127,87,53,20
24540118,0,1,3,51,59,38,43,46,32,19,7
24540119,0,1,6,89,104,67,75,80,55,34,13
24540120,0,1,3,45,50,33,34,35,23,16,7
24540121,0,2,7,116,128,85,88,90,58,41,17
24540122,0,1,4,67,74,49,51,52,34,24,10
24540123,0,2,6,94,105,70,72,74,48,34,14
24540124,0,1,4,69,76,51,52,54,35,25,10
24540125,0,1,4,74,81,54,56,57,37,26,11
24540126,0,1,4,58,64,43,44,45,29,21,9
24540127,0,1,4,69,76,51,52,54,35,25,10
24540128,0,2,6,92,101,67,69,71,46,33,14
24540129,0,1,4,58,65,43,44,46,29,21,9
24540130,0,1,3,67,73,52,54,55,45,28,7
24540131,0,1,3,52,57,40,42,43,35,21,5
24540132,0,1,3,66,73,51,54,54,44,27,7
24540133,0,1,2,48,53,38,39,40,32,20,5
24540134,0,0,4,68,75,53,56,56,46,28,7
24540135,0,2,4,64,72,48,45,50,30,18,8
24540136,0,2,5,77,85,57,53,60,36,22,9
24540137,0,2,4,72,80,53,50,56,34,20,9
24540138,0,3,7,112,124,83,78,87,53,32,13
24540139,0,2,4,58,65,43,40,45,28,17,7
24540140,0,2,4,58,65,43,40,45,28,17,7
24540141,0,2,5,82,92,61,57,64,39,24,10
24540142,0,2,5,82,91,61,57,64,39,23,10
24540143,0,2,5,86,96,64,60,67,41,25,10
24540144,0,1,7,69,90,59,59,66,41,25,11
24540145,0,2,10,99,129,85,84,94,58,36,16
24540146,0,0,2,70,89,49,47,56,37,20,6
24540147,0,3,1,42,51,43,44,32,17,12,6
24540148,0,0,1,37,54,36,37,38,23,9,8
24540149,0,1,2,60,52,37,36,35,26,14,5
24540150,0,1,3,51,62,46,44,39,25,11,5
24540151,0,0,2,72,77,54,47,52,26,12,3
24540152,0,1,1,71,68,40,39,44,40,29,5
24540153,0,2,5,67,77,52,56,49,28,14,2
24540154,0,0,4,76,51,51,38,24,19,7,0
24540155,0,0,4,71,64,47,62,55,29,19,13
24540156,0,0,1,63,77,32,26,33,15,6,1
24540157,0,0,0,63,68,47,43,31,14,6,3
24540158,0,0,1,60,55,34,21,23,16,12,2
24540159,0,1,3,62,66,50,27,40,19,10,0
24540160,0,1,2,56,73,42,37,30,19,8,2
24540161,0,1,3,67,59,38,37,37,21,9,1
24540162,0,2,0,46,77,28,28,24,17,5,4
24540163,0,0,1,55,60,29,36,30,15,3,4
24540164,0,0,6,69,71,44,19,25,9,11,2
24540165,0,1,3,83,103,63,49,54,28,11,1
24540166,0,2,4,56,55,26,21,14,7,0,3
24540167,0,0,3,40,43,33,27,21,14,6,1
24540168,0,0,0,33,27,20,26,18,4,2,1
24540169,0,0,0,1,2,1,2,2,1,1,0
24540170,0,1,2,40,46,28,25,18,17,3,0
24540171,0,0,0,53,51,30,40,30,11,5,2
24540172,0,0,6,72,89,52,41,27,17,4,0
24540173,0,0,1,36,39,24,20,26,14,6,1
24540174,0,0,4,59,56,37,27,34,10,9,3
24540175,0,1,2,72,77,39,41,38,17,10,5
24540176,0,0,3,66,68,43,40,33,21,13,2
24540177,0,1,2,67,69,51,44,36,16,5,5
24540178,0,2,6,117,114,74,89,73,49,18,9
24540179,0,0,1,56,50,31,26,22,9,7,0
24540180,0,0,2,57,69,38,32,29,18,6,1
24540181,0,0,4,48,57,30,23,25,17,8,4
24540182,0,2,2,106,95,72,55,47,33,17,9
24540183,0,0,2,86,60,39,40,28,16,11,3
24540184,0,1,3,59,60,42,38,51,16,6,4
24540185,0,0,3,65,52,44,33,29,20,10,4
24540186,0,1,2,58,43,30,35,19,30,16,2
24540187,0,0,1,55,51,62,29,30,19,8,1
24540188,0,0,2,29,24,28,19,17,6,7,1
24540189,0,0,0,41,37,22,19,14,7,5,2
24540190,0,0,0,33,24,22,16,21,9,1,2
24540191,0,0,4,68,68,34,30,34,25,15,5
24540192,0,1,0,73,66,55,49,37,28,12,5
24540193,0,0,0,30,37,21,32,24,14,5,3
24540194,0,0,2,40,42,34,20,19,7,6,1
24540195,0,1,2,79,74,57,30,39,11,8,5
24540196,0,2,2,105,126,75,66,61,21,15,2
24540197,0,0,2,71,70,33,38,30,34,8,3
24540198,0,1,4,60,84,54,54,36,23,9,3
24540199,0,3,8,209,204,147,121,82,53,19,2
24540200,0,0,1,68,67,42,35,22,10,5,2
24540201,0,2,12,143,157,97,114,72,56,18,7
24540202,0,3,6,80,96,43,63,58,33,13,7
24540203,0,2,1,63,59,45,44,49,26,12,0
24540204,0,2,11,116,124,91,92,96,55,23,9
24540205,0,0,1,67,81,46,35,33,25,18,4
24540206,0,1,2,67,76,46,43,41,25,14,6
24540207,0,0,1,66,68,43,40,36,19,6,4
24540208,0,1,11,120,121,65,93,66,41,17,7
24540209,0,1,2,56,75,51,41,49,34,16,5
24540210,0,2,1,67,69,36,42,56,22,9,1
24540211,0,1,7,60,67,29,39,30,16,10,4
24540212,0,1,7,70,77,63,57,44,26,14,5
24540213,0,0,4,68,72,40,45,22,23,8,1
24540214,0,1,0,66,77,41,42,33,24,13,3
24540215,0,1,4,44,52,22,19,29,19,9,3
24540216,0,1,4,100,101,66,59,36,21,16,3
24540217,0,2,3,55,68,49,53,38,18,7,1
24540218,0,5,7,56,61,42,47,43,20,10,4
24540219,0,4,6,69,69,52,50,43,31,12,2
24540220,0,1,5,75,72,41,53,38,28,12,1
24540221,0,0,0,82,70,57,33,38,23,6,1
24540222,0,1,4,44,65,25,34,21,11,5,1
24540223,0,0,3,90,79,38,42,40,9,3,0
24540224,0,0,2,57,59,32,32,17,16,6,1
24540225,0,1,4,82,88,61,51,31,31,8,2
24540226,0,1,2,89,92,72,37,45,29,7,6
24540227,0,1,3,59,68,40,59,52,47,25,10
24540228,0,0,3,65,76,38,40,38,22,7,6
24540229,0,3,4,96,93,50,50,47,28,14,5
24540230,0,0,5,82,81,42,44,34,24,9,2
24540231,0,0,5,63,56,34,43,35,12,10,6
24540232,0,2,5,92,96,71,58,47,38,16,6
24540233,0,1,4,78,75,58,45,41,19,5,3
24540234,0,1,3,54,60,48,40,37,24,12,9
24540235,0,3,9,147,172,113,99,89,39,32,7
24540236,0,2,11,67,74,48,58,82,39,31,19
24540237,0,2,6,79,107,55,64,66,45,37,13
24540238,0,0,2,57,68,37,50,40,25,23,9
24540239,0,3,7,87,108,80,52,80,52,36,18
24540240,0,2,6,72,90,66,44,66,44,31,15
24540241,0,2,2,52,59,48,44,50,39,33,14
24540242,0,2,1,33,44,34,32,35,25,23,10
24540243,0,2,7,90,102,82,70,89,51,48,21
24540244,0,2,4,62,71,57,48,62,35,33,14
24540245,0,0,4,70,70,46,68,79,62,29,10
24540246,0,0,3,85,100,69,68,89,57,41,17
24540247,0,1,5,55,71,47,46,52,32,20,9
24540248,0,1,6,55,72,48,47,53,33,20,9
24540249,0,0,3,48,52,45,31,42,24,23,7
24540250,0,7,18,145,186,112,121,96,59,44,15
24540251,0,1,4,95,85,64,52,45,33,14,4
24540252,0,2,6,92,85,51,65,58,45,23,4
24540253,0,0,2,75,79,39,38,52,19,8,3
24540254,0,0,6,52,59,42,55,40,23,11,4
24540255,0,3,6,102,94,46,60,37,19,16,3
24540256,0,1,5,99,113,55,69,44,33,7,3
24540257,0,8,21,169,229,134,121,138,68,28,4
24540258,0,2,5,91,101,66,67,69,38,24,2
24540259,0,1,6,94,128,81,76,63,35,13,6
24540260,0,0,3,71,74,51,35,42,20,6,0
24540261,0,1,4,54,53,42,44,46,35,23,14
24540262,0,1,3,47,46,36,38,40,30,20,12
24540263,0,2,4,66,64,51,53,56,42,28,17
24540264,0,3,6,59,58,42,48,51,37,26,15
24550038,0,2,4,69,86,63,64,75,56,37,21
24550039,0,2,6,86,108,78,79,92,70,46,25
24550040,0,2,5,68,85,62,62,73,56,37,20
24550041,0,1,2,35,44,32,33,38,29,19,10
24550042,0,1,6,96,110,75,71,69,46,29,13
24550043,0,1,3,45,57,41,41,46,37,24,12
24550044,0,1,6,91,105,72,67,65,44,28,13
24550045,0,2,6,104,119,81,76,74,50,31,14
24550046,0,2,7,109,125,85,81,78,52,33,15
24550047,0,1,4,66,76,52,49,47,32,20,9
24550048,0,2,7,113,130,89,84,81,54,34,16
24550049,0,1,6,100,115,79,74,72,48,30,14
24550050,0,0,5,59,66,44,42,41,28,19,9
24550051,0,1,3,58,62,46,46,39,33,20,8
24550052,0,1,4,71,76,56,55,47,40,24,10
24550053,0,1,4,72,77,57,57,48,41,25,10
24550054,0,2,8,133,143,105,104,89,76,46,18
24550055,0,4,8,118,143,92,85,109,73,47,15
24550056,0,1,4,65,77,49,45,54,33,23,9
24550057,0,1,3,49,57,37,34,40,25,17,7
24550058,0,1,4,75,88,56,52,62,38,26,11
24550059,0,1,7,115,136,87,80,95,59,41,16
24550060,0,0,4,64,76,49,44,54,33,23,9
24550061,0,3,8,154,155,93,90,92,62,39,10
24550062,0,0,1,60,67,30,39,36,21,7,2
24550063,0,1,10,85,95,61,55,44,25,16,3
24550064,0,1,8,99,124,68,61,62,52,19,13
24550065,0,0,3,63,62,35,43,39,37,14,8
24550066,0,0,4,58,87,43,42,47,31,13,6
24550067,0,2,4,74,97,66,69,69,45,34,10
24550068,0,1,3,57,91,40,38,40,30,13,5
24550069,0,0,2,58,62,33,30,27,18,5,4
24550070,0,8,23,412,453,244,236,216,104,52,12
24550071,0,2,8,94,93,43,51,53,34,19,5
24550072,0,1,3,75,75,50,50,55,35,27,8
24550073,0,3,6,87,105,68,62,80,54,35,11
24550074,0,4,12,198,221,143,149,140,98,73,22
24550075,0,0,12,99,125,73,65,92,47,19,7
24550076,0,4,6,102,112,79,79,86,65,39,11
24550077,0,4,4,89,76,51,46,52,33,16,2
24550078,0,1,3,77,64,47,33,32,11,11,3
24550079,0,4,7,150,144,73,66,48,25,12,3
24550080,0,3,5,89,95,61,61,60,41,27,9
24550081,0,1,8,74,76,46,43,44,26,16,7
24550082,0,4,5,91,95,48,55,53,24,23,6
24550083,0,4,12,129,146,89,97,94,66,51,13
24550084,0,2,4,59,59,36,38,31,22,15,3
24550085,0,5,9,138,155,102,79,90,53,40,8
24550086,0,2,7,138,151,100,90,100,71,29,10
24550087,0,3,9,122,125,71,89,102,56,40,18
24550088,0,2,4,47,42,38,36,40,30,22,5
24560128,0,1,3,43,52,33,31,30,21,18,9
24560129,0,2,5,75,91,56,54,53,36,31,16
24560130,0,1,4,61,73,45,44,43,28,24,13
24560131,0,2,4,69,88,58,56,60,44,30,9
24560132,0,2,3,56,72,47,46,49,36,25,7
24560133,0,1,2,39,50,33,32,34,25,17,5
24560134,0,2,4,69,87,57,56,59,44,30,9
24560135,0,3,5,92,118,77,75,80,59,40,12
