ADIDU,no_corr,gr0,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9
24650311,0,0,3,44,61,25,25,25,20,4,3
24650312,0,1,0,35,80,38,31,39,20,9,2
24650313,0,0,0,46,61,42,34,36,28,8,5
24650314,0,0,1,41,53,32,47,33,31,10,2
24650315,0,0,1,55,60,47,48,37,18,13,6
24650316,0,3,2,65,87,47,49,31,16,8,3
24650317,0,0,10,191,173,116,122,82,46,25,7
24650318,0,0,3,57,80,41,47,64,43,11,1
24650319,0,3,5,111,145,88,96,69,34,14,6
24650320,0,2,10,112,151,88,124,92,52,13,6
24650321,0,0,3,34,61,42,48,37,22,12,1
24650322,0,0,0,49,68,29,39,55,28,10,6
24650323,0,1,1,40,59,36,30,30,34,11,0
24650324,0,0,4,50,62,34,50,44,32,6,3
24650325,0,0,1,35,49,27,31,21,23,9,2
24650326,0,0,3,30,49,31,37,22,16,6,2
24650327,0,1,1,43,57,44,58,39,26,4,0
24650328,0,0,0,45,56,36,48,49,19,11,2
24650329,0,0,2,50,65,34,40,33,26,2,3
24650330,0,0,2,31,51,27,36,26,10,4,2
24650331,0,0,1,36,46,35,44,28,33,11,2
24650332,0,0,3,40,40,44,24,23,15,5,4
24650333,0,1,4,51,65,23,31,32,8,4,2
24650334,0,0,1,55,81,50,40,34,26,5,4
24650337,0,0,3,91,112,67,52,51,25,7,1
24650339,0,0,2,60,59,35,35,27,17,11,1
24650340,0,1,2,47,51,44,48,35,21,10,1
24650341,0,0,0,58,70,36,46,35,20,12,3
24650342,0,0,2,63,72,39,46,29,26,14,4
24650343,0,0,1,45,76,53,57,42,41,10,5
24650344,0,0,1,54,77,38,65,43,31,8,5
24650345,0,0,4,37,68,40,50,58,27,10,3
24650346,0,0,0,49,51,47,46,36,23,9,4
24650347,0,3,7,88,114,52,64,52,38,13,3
24650348,0,0,1,33,57,29,42,28,16,5,5
24650349,0,0,1,33,42,30,44,27,15,6,1
24650350,0,1,2,51,71,35,58,46,31,9,4
24650351,0,1,2,45,65,34,42,20,15,7,2
24650352,0,0,2,52,94,61,59,51,28,14,8
24650353,0,0,2,55,58,53,38,47,27,11,3
24650354,0,2,1,47,55,25,49,41,29,10,3
24650355,0,0,0,31,55,26,48,30,27,6,4
24650356,0,0,0,39,52,34,37,31,23,6,6
24650357,0,0,0,42,56,52,43,35,17,12,2
24650358,0,0,1,36,43,30,41,18,14,4,2
24650359,0,0,2,35,33,30,24,28,12,2,1
24650360,0,0,2,50,74,36,62,54,27,11,2
24650361,0,0,0,60,66,35,36,32,22,11,6
24650362,0,0,0,63,81,59,51,37,27,3,3
24650363,0,0,0,57,55,41,44,32,22,7,3
24650364,0,1,4,65,80,47,54,40,28,7,3
24650365,0,0,1,35,48,28,31,26,12,6,0
24650366,0,1,2,39,72,29,43,47,25,6,3
24650367,0,0,0,35,48,43,57,42,32,11,3
24650368,0,0,2,53,63,47,49,41,31,18,5
24650369,0,1,1,42,69,38,47,36,30,5,1
24650370,0,0,2,52,77,50,62,54,44,7,5
24650371,0,2,7,66,109,78,94,69,51,21,7
24650372,0,0,0,68,68,32,46,37,18,8,5
24650373,0,0,1,13,17,9,12,11,1,0,0
24650374,0,0,1,97,108,52,65,47,16,6,3
24650380,0,2,5,61,60,67,69,56,32,14,10
24650381,0,1,7,97,110,65,84,62,30,15,2
24650382,0,2,5,97,88,47,47,35,23,15,1
24650383,0,0,3,45,66,30,44,32,17,10,6
24650384,0,0,1,25,29,19,14,10,3,2,1
24650385,0,1,0,44,61,30,35,31,13,5,2
24650386,0,1,3,51,56,33,43,34,18,7,0
24650387,0,0,6,73,97,62,76,54,45,8,5
24650389,0,0,2,59,85,42,58,41,23,10,2
24650390,0,1,5,55,68,44,45,25,20,14,5
24650391,0,1,2,39,94,35,54,31,26,7,2
24650392,0,0,3,82,83,51,74,55,29,13,4
24650393,1,3,4,51,61,47,52,35,32,8,6
24650394,0,0,3,62,67,40,42,26,19,11,4
24650395,0,1,2,63,82,54,47,34,22,5,1
24650396,0,5,3,76,110,63,97,71,42,18,6
24650397,0,1,4,42,61,53,38,48,18,8,4
24650398,0,2,10,54,62,42,53,34,15,10,3
24650399,0,0,4,48,59,40,37,29,25,14,7
24650400,0,0,6,50,54,50,41,45,23,18,2
24650401,0,4,12,69,62,63,73,68,49,21,2
24650402,0,6,15,104,124,81,127,99,84,26,8
24650404,0,3,6,57,76,55,45,49,30,5,3
24650405,0,1,4,95,90,67,64,26,15,8,1
24650406,0,3,3,62,89,59,72,56,47,15,5
24650407,0,3,12,52,77,44,62,57,27,9,2
24650408,0,3,12,187,211,125,146,126,54,20,6
24650410,0,0,4,87,80,47,53,48,29,17,3
24650411,0,0,3,53,68,31,49,38,32,14,3
24650412,0,0,2,42,54,34,23,43,25,10,8
24650413,0,2,3,98,82,64,55,61,42,36,6
24650414,0,1,2,59,84,57,42,49,31,17,9
24650415,0,0,4,74,75,40,32,41,39,8,4
24650416,0,0,3,79,75,45,52,65,27,16,7
24650417,0,0,1,63,50,38,39,37,28,17,9
24650418,0,3,0,56,62,44,30,35,27,20,4
24650419,0,0,1,88,85,47,59,41,39,18,4
24650420,0,0,3,50,44,40,24,27,27,17,6
24650421,0,2,7,68,93,59,46,53,40,19,10
24650422,0,0,5,73,90,45,42,47,23,20,6
24650423,0,0,3,86,95,43,41,28,24,19,6
24650424,0,1,3,96,82,49,51,47,27,9,2
24650425,0,1,3,116,115,82,85,74,50,29,18
24650426,0,0,4,63,86,51,47,42,33,15,5
24650427,0,1,6,104,101,62,65,42,21,12,4
24650428,0,6,17,249,316,173,193,157,90,39,10
24650429,0,1,3,37,45,41,31,17,16,9,1
24650433,0,2,1,59,57,31,40,33,18,5,0
24650434,0,1,4,52,61,28,35,35,24,13,3
24650437,0,3,4,69,84,47,51,37,24,6,4
24650438,0,1,3,71,96,60,67,47,32,11,8
24650439,0,1,2,77,71,63,46,37,26,8,4
24650440,0,2,10,126,93,78,53,60,44,25,8
24650441,0,4,7,196,248,129,165,123,65,23,5
24650442,0,0,1,59,74,40,28,18,14,5,1
24650443,0,1,6,97,121,95,67,59,27,11,1
24650444,0,2,5,67,65,45,44,31,22,4,2
24650445,0,1,1,69,76,40,54,44,31,13,1
24650446,0,4,9,83,140,91,88,75,50,9,3
24650447,0,0,1,56,65,34,39,36,16,6,1
24650448,0,0,4,62,66,37,50,31,15,10,2
24650449,0,0,7,57,59,43,41,38,30,12,2
24650450,0,1,1,56,51,37,46,26,15,2,6
24650451,0,0,6,58,67,56,44,50,25,4,1
24650452,0,0,2,73,74,41,31,23,16,9,2
24650453,0,2,6,77,78,50,61,39,21,10,4
24650454,0,1,3,100,125,55,51,39,17,8,4
24650455,0,1,3,59,71,39,45,25,19,4,0
24650456,0,2,2,104,90,58,63,37,26,10,5
24650457,0,0,8,83,87,68,67,54,37,17,7
24650458,0,0,4,59,64,43,38,29,24,11,2
24650459,0,1,4,66,69,38,28,21,22,6,3
24650460,0,2,3,67,62,29,46,45,30,10,0
24650461,0,0,1,62,82,42,57,38,37,13,4
24650462,0,0,3,76,72,41,48,33,19,13,2
24650463,0,0,5,60,63,28,42,50,29,18,9
24650464,0,1,7,119,129,81,94,70,42,26,6
24650466,0,1,5,86,107,43,53,37,34,8,4
24650467,0,4,3,54,60,39,52,30,16,9,3
24650468,0,3,2,66,73,53,50,40,25,13,4
24650469,0,1,3,45,59,34,38,23,18,10,0
24650470,0,0,2,43,77,29,43,33,21,10,0
24650471,0,2,4,64,74,48,49,37,20,14,2
24650472,0,1,0,59,65,45,39,27,10,8,1
24650473,0,0,0,80,92,48,49,43,19,3,3
24650474,0,1,2,56,67,45,33,24,14,9,2
24650475,0,2,4,66,92,49,60,65,28,14,7
24650476,0,1,1,40,62,35,41,30,15,7,3
24650477,0,2,4,58,88,52,52,55,23,13,7
24650478,0,1,2,95,84,60,58,47,20,13,1
24650479,0,0,5,146,165,81,88,70,23,16,6
24650480,0,0,2,62,78,45,52,35,18,17,2
24650481,0,0,4,78,85,57,51,38,34,13,3
24650482,0,0,2,47,72,47,36,47,18,6,2
24650483,0,2,5,94,102,64,61,28,30,8,2
24650485,0,0,4,72,80,51,67,49,28,11,3
24650486,1,2,7,86,116,99,98,80,37,14,5
24650487,0,1,4,60,72,41,44,40,18,9,1
24650488,0,3,5,69,83,46,60,34,20,11,3
24650489,0,1,0,35,52,20,36,25,17,13,3
24650490,0,1,3,37,63,43,36,31,21,4,0
24650492,0,2,4,73,92,50,46,38,25,5,2
24650493,0,0,2,67,81,46,57,32,16,5,3
24650494,0,0,3,67,78,38,41,43,22,4,2
24650495,0,0,1,70,82,45,53,38,24,6,4
24650496,0,0,0,36,45,24,36,28,19,3,1
24650497,0,1,2,70,90,42,76,50,45,8,5
24650498,0,0,4,73,95,76,86,42,32,8,3
24650499,0,1,0,45,60,33,45,20,19,4,2
24650500,0,0,5,59,88,57,56,35,33,9,2
24650501,0,0,3,92,116,75,83,53,29,16,7
24650502,1,1,4,157,160,114,131,72,43,20,6
24650504,0,0,1,47,70,42,36,44,24,7,1
24650505,0,1,3,53,84,58,60,55,29,24,4
24650506,0,2,9,84,103,70,87,69,41,20,17
24650507,0,0,2,48,50,32,31,37,24,9,1
24650508,0,0,1,66,68,42,50,35,26,4,2
24650509,0,0,2,65,82,57,45,42,27,9,2
24650510,0,0,6,55,71,54,42,54,30,12,1
24650511,0,0,21,247,273,196,188,131,105,42,14
24650512,0,3,4,91,111,54,77,50,25,10,5
24650513,0,1,4,39,47,36,33,26,19,4,2
24650514,0,0,4,55,54,35,39,52,38,11,4
24650515,0,1,2,66,89,35,50,47,30,23,2
24650516,0,1,5,68,63,43,33,29,22,7,3
24650517,0,1,2,50,72,46,33,39,25,12,3
24650518,0,1,0,72,82,37,45,34,25,12,4
24650519,0,0,5,49,55,43,39,38,24,17,2
24650520,0,1,4,86,82,44,54,45,38,14,2
24650521,0,0,1,40,64,30,48,31,26,14,3
24650522,0,0,0,55,77,57,47,25,27,4,1
24650523,0,0,3,57,59,34,29,21,12,2,2
24650527,0,0,6,60,84,49,56,53,32,14,5
24650528,0,2,11,169,177,98,95,84,50,16,3
24650529,0,0,2,40,74,55,31,25,16,5,3
24650530,0,0,2,89,66,35,20,18,10,3,3
24650531,0,0,4,51,58,32,30,25,10,2,0
24650532,0,4,9,173,171,80,84,72,39,11,1
24650533,0,1,5,60,78,57,51,30,22,4,0
24650534,0,3,6,57,86,29,45,37,16,7,3
24650535,0,7,10,107,131,67,66,38,17,5,1
24650536,0,7,25,156,207,148,147,96,61,17,4
24650537,0,4,15,63,87,66,69,54,21,11,3
24650538,0,0,2,89,83,65,58,45,31,8,2
24650539,0,1,1,67,62,52,44,21,16,4,0
24650540,0,0,1,57,73,47,41,18,12,5,1
24650541,0,0,4,126,154,93,79,57,28,6,3
24650542,0,3,2,133,121,90,77,44,23,7,3
24650543,0,2,4,123,116,68,70,50,13,10,1
24650544,0,3,4,68,79,38,46,39,20,11,1
24650545,0,2,5,97,140,88,81,70,31,8,4
24650546,0,0,1,54,70,37,36,29,24,5,4
24650547,0,1,9,124,143,93,82,80,44,30,10
24650548,0,1,0,48,37,26,35,25,16,5,1
24650549,0,1,2,63,46,37,31,24,17,11,2
24650550,0,2,4,69,66,44,35,42,19,13,3
24650551,0,1,2,64,72,39,24,11,18,7,3
24650552,0,0,2,78,95,44,37,34,31,10,3
24650554,0,3,7,137,138,81,86,74,46,20,4
24650555,0,1,1,66,68,36,47,35,19,12,4
24650556,0,0,4,42,48,43,37,22,16,10,6
24650557,0,2,3,66,76,37,37,32,17,8,1
24650558,0,0,2,48,60,38,29,22,14,7,4
24650559,0,3,4,66,73,49,50,40,29,15,1
24650562,0,1,8,130,152,112,110,68,39,17,2
24650563,0,1,2,51,71,46,46,30,27,8,3
24650564,0,1,4,60,96,55,54,35,27,12,2
24650565,0,3,5,67,79,54,65,46,20,10,5
24650566,0,3,5,101,121,75,91,62,41,22,8
24650567,0,1,1,110,95,56,74,39,27,13,5
24650568,0,1,4,56,50,49,30,23,20,8,5
24650569,0,2,4,65,78,41,32,53,37,13,6
24650570,0,0,4,80,95,46,35,32,19,5,1
24650571,0,0,4,88,111,71,98,68,40,15,5
24650573,0,8,12,185,222,139,141,89,43,15,6
24650574,0,1,3,58,74,33,51,45,12,7,3
24650575,0,0,6,66,74,36,51,39,22,9,3
24650576,0,0,7,129,162,80,81,66,24,25,3
24650577,0,6,19,229,224,156,156,167,108,41,24
24650579,0,0,1,48,56,35,36,23,23,8,2
24650580,0,0,2,67,71,51,33,28,15,7,0
24650581,0,2,2,39,50,36,29,29,17,7,2
24650582,0,1,7,76,99,50,61,45,22,11,2
24650583,0,0,3,73,52,41,34,34,20,9,2
24650584,0,0,2,52,70,45,36,33,16,8,0
24650585,0,1,2,50,62,38,34,37,19,6,3
24650586,0,0,2,66,73,43,60,38,40,14,4
24650587,0,11,17,41,65,78,88,83,77,26,16
24650588,0,5,11,52,70,52,52,77,32,11,6
24650589,0,1,6,38,35,27,26,27,16,6,3
24650590,0,0,1,60,85,48,57,33,22,4,2
24650591,0,0,0,4,9,4,7,6,3,1,0
24650592,0,0,1,36,58,35,40,24,24,15,6
24650593,0,1,3,33,39,32,29,23,25,12,2
24650594,0,2,10,172,184,119,121,122,74,19,3
24650596,0,0,2,97,83,37,25,27,12,4,2
24650597,0,1,7,113,122,67,56,41,18,10,3
24650598,0,0,4,125,119,65,78,44,21,11,4
24650599,0,0,3,165,188,99,97,62,30,14,3
24650600,0,4,11,164,178,125,122,132,73,40,7
24650602,0,4,14,255,282,172,159,110,72,12,9
24650603,0,4,42,331,361,288,278,220,143,38,17
24650604,0,4,13,149,141,105,102,95,58,33,10
24650605,0,3,10,70,70,52,57,61,46,11,4
24650606,0,3,6,52,68,53,51,46,17,16,5
24650607,0,2,5,64,82,54,50,43,25,8,3
24650608,0,1,5,36,58,39,39,30,25,8,1
24650609,1,11,24,178,222,158,187,170,101,47,18
24650610,0,1,12,168,183,108,111,91,56,26,9
24650612,0,0,7,134,152,80,94,35,30,5,4
24650613,1,1,1,48,54,45,45,46,20,6,1
24650614,0,1,7,47,55,43,53,35,15,3,1
24650615,0,1,5,46,69,41,62,38,29,7,2
24650616,0,0,3,44,70,43,57,38,23,8,2
24650618,0,1,5,68,86,48,74,47,27,8,1
24650619,0,0,6,44,67,39,57,33,14,6,3
24650620,0,2,13,101,113,86,129,70,57,13,10
24650621,0,0,2,47,50,44,51,40,19,2,0
24650622,0,0,9,77,82,60,54,47,26,10,1
24650623,0,0,2,27,39,28,30,28,18,6,2
24650624,0,1,4,54,98,58,80,44,36,14,2
24650625,0,1,1,41,69,40,55,38,34,8,0
24650626,1,0,4,79,91,59,68,40,27,12,4
24650627,0,1,6,52,57,32,52,34,27,13,1
24650628,0,0,6,60,81,40,60,40,27,17,2
24650629,0,4,16,109,157,129,142,113,80,19,8
24650630,1,9,16,262,371,248,272,217,114,33,7
24650631,0,0,6,124,166,85,107,84,49,20,7
24650632,0,0,6,104,99,68,78,57,52,14,7
24650633,0,5,7,94,118,58,84,59,41,11,9
24650634,0,5,8,152,232,105,144,112,68,24,9
24650635,0,6,14,198,272,151,175,152,72,25,6
24650636,0,0,3,55,65,42,38,36,14,5,3
24650637,0,3,5,62,80,55,65,41,19,8,2
24650638,0,1,2,69,128,64,95,54,26,5,0
24650639,0,5,5,154,219,122,160,85,59,18,5
24650640,0,0,5,99,123,65,75,37,21,7,3
24650641,0,0,2,53,79,49,57,38,20,6,2
24650642,0,0,1,31,49,36,36,27,16,4,2
24650643,0,2,7,41,69,47,45,36,19,8,3
24650644,0,2,3,45,64,48,60,63,32,9,3
24650645,0,2,15,138,203,139,178,132,61,28,10
24650646,0,0,1,81,93,48,41,34,19,3,4
24650647,0,2,23,423,459,324,318,209,93,29,8
24650649,0,1,2,172,233,114,129,55,52,12,3
24650650,0,0,0,17,24,13,8,6,1,0,2
24650651,0,0,2,72,49,38,40,36,24,6,2
24650653,0,1,3,46,73,51,48,32,26,4,4
24650654,0,0,2,43,70,43,39,24,13,10,4
24650655,0,1,3,49,70,45,39,29,18,3,2
24650657,0,1,6,122,154,75,67,49,39,8,5
24650658,0,2,2,134,190,94,123,70,40,22,8
24650663,0,2,1,43,32,26,27,21,16,11,1
24650664,0,1,8,82,97,60,57,48,24,17,10
24650665,0,0,3,93,91,58,58,40,36,25,5
24650667,0,3,8,180,243,135,151,138,85,35,12
24650668,1,16,59,374,525,394,444,295,216,54,22
24650669,0,1,9,100,113,86,104,76,53,8,5
24650670,0,4,14,144,166,92,97,74,54,15,5
24650672,0,6,37,372,450,285,341,233,118,34,12
24650673,0,2,9,44,65,48,66,54,40,13,3
24650676,0,1,7,42,44,28,27,30,30,13,7
24650677,0,2,7,89,128,62,97,70,40,18,5
24650678,0,1,3,25,58,34,53,36,34,15,5
24650679,0,3,30,164,241,185,224,179,127,45,17
24650680,0,3,16,105,110,96,122,100,60,19,8
24650681,0,4,11,37,49,36,48,36,25,10,4
24650682,0,3,4,62,80,60,70,41,29,11,2
24650683,0,7,29,68,101,100,132,139,105,46,21
24650684,0,1,18,149,181,141,194,126,70,31,13
24650685,0,3,5,38,50,37,35,26,11,4,1
24650686,0,3,6,50,66,35,38,32,11,7,1
24650687,0,3,6,47,66,36,54,37,11,3,1
24650688,0,2,5,54,80,48,56,45,20,5,0
24650689,0,5,7,68,99,55,73,51,29,4,3
24650690,0,5,9,125,154,112,116,85,43,14,5
24650691,0,0,4,87,91,58,55,39,23,8,2
24650692,0,5,5,73,83,50,61,48,18,6,0
24650693,0,3,3,63,76,44,54,48,24,3,0
24650694,0,5,8,91,95,61,74,53,26,10,5
24650697,0,2,10,84,85,60,65,53,29,11,4
24650698,0,1,4,88,89,51,61,39,25,14,4
24650699,0,3,9,156,187,93,101,57,31,15,4
24650700,0,1,8,124,147,82,107,69,65,21,10
24650701,0,5,26,566,699,442,496,309,177,62,22
24650702,0,0,2,32,32,27,30,27,19,7,1
24650703,0,1,3,28,54,37,32,25,14,6,3
24650704,0,0,2,41,82,58,58,42,27,5,2
24650705,0,0,10,68,97,63,69,47,34,19,5
24650708,0,0,0,38,44,38,30,28,21,8,3
24650710,0,4,5,79,94,57,53,60,56,27,14
24660001,0,0,5,68,81,56,69,52,32,12,7
24660002,0,3,7,57,62,68,34,28,26,13,3
24660003,0,0,3,38,44,28,22,19,7,7,5
24660004,0,1,2,36,44,34,26,23,13,10,3
24660005,0,0,0,34,27,19,23,16,10,4,1
24660006,0,0,3,43,54,40,48,23,19,15,4
24660007,0,0,4,100,86,62,48,49,27,12,4
24660008,0,0,1,67,64,47,37,34,22,7,3
24660009,0,0,3,29,30,18,22,19,14,3,2
24660010,0,0,12,62,75,49,51,52,29,13,4
24660011,0,1,3,97,89,69,64,48,30,8,6
24660012,0,1,5,155,119,72,65,46,34,16,3
24660013,0,0,2,44,56,31,38,41,27,14,3
24660014,0,0,6,54,59,41,37,43,23,12,3
24660015,0,0,1,46,56,26,37,30,9,5,1
24660016,0,0,9,121,115,68,58,49,22,5,6
24660017,0,1,4,59,52,49,37,29,17,5,2
24660020,0,1,4,53,58,50,50,26,22,6,2
24660021,0,0,0,62,54,29,44,26,20,6,3
24660022,0,0,4,32,39,25,35,29,14,7,3
24660023,0,1,2,64,50,31,35,23,17,9,3
24660024,0,0,4,55,78,46,37,38,28,13,3
24660025,0,0,1,64,49,40,38,32,18,12,5
24660026,0,0,0,42,45,26,27,14,14,5,5
24660027,0,1,4,74,62,38,45,48,23,7,5
24660028,0,0,3,33,36,32,21,25,12,9,3
24660029,0,0,4,45,44,31,32,23,13,5,0
24660030,0,1,6,109,128,78,83,68,53,11,6
24660031,0,0,2,66,55,35,47,39,10,7,3
24660032,0,0,4,59,72,41,32,27,27,10,6
24660033,0,2,7,148,124,83,75,52,46,12,5
24660034,0,0,3,49,57,30,42,26,11,2,2
24660035,0,2,3,61,63,35,45,31,25,7,3
24660036,0,0,8,149,130,75,52,26,20,5,3
24660037,0,0,1,73,67,47,45,35,24,8,4
24660038,0,1,1,69,67,38,41,24,20,6,3
24660039,0,0,1,56,46,37,24,24,11,3,2
24660040,0,0,3,65,42,31,40,29,20,5,1
24660041,0,0,1,73,58,44,30,32,13,3,5
24660042,0,0,2,53,65,32,42,20,19,8,4
24660043,0,0,0,52,50,26,18,25,9,3,0
24660044,0,1,4,37,47,20,24,19,12,5,2
24660045,0,0,4,61,65,46,34,42,25,13,4
24660046,0,1,3,42,62,27,26,20,14,8,4
24660047,0,0,1,44,55,29,24,27,16,12,3
24660048,0,2,2,39,65,33,23,23,19,12,2
24660049,0,0,3,42,65,29,36,30,11,11,0
24660050,0,0,3,60,71,41,29,32,26,12,3
24660051,0,1,0,48,55,29,35,32,20,8,2
24660052,0,0,7,53,72,44,39,32,31,14,6
24660053,0,1,4,45,58,29,30,23,12,4,5
24660054,0,0,1,45,46,36,35,28,20,11,2
24660055,0,1,2,58,56,44,26,34,21,8,3
24660056,0,0,3,66,63,40,37,34,31,9,9
24660057,0,0,3,79,97,55,55,57,43,12,2
24660058,0,0,0,39,36,22,26,16,20,6,0
24660059,0,2,1,41,45,42,29,20,20,6,2
24660060,0,0,2,30,38,26,33,30,23,9,2
24660061,0,0,3,63,60,46,40,41,17,5,4
24660062,0,1,1,41,45,41,36,26,25,7,2
24660063,0,0,2,69,45,59,33,29,23,11,6
24660064,0,0,3,75,57,48,39,31,23,12,2
24660065,0,0,1,53,44,38,41,29,17,7,3
24660066,0,0,2,45,47,31,44,31,20,14,5
24660067,0,2,8,58,76,37,39,27,19,9,2
24660068,0,0,2,35,56,29,26,28,14,4,5
24660069,0,0,2,59,57,29,34,32,13,4,5
24660070,0,0,1,30,49,33,28,26,21,3,2
24660071,0,0,2,64,55,40,39,36,20,5,9
24660072,0,1,0,40,47,42,36,31,12,7,1
24660073,0,0,3,37,49,34,28,30,10,9,5
24660074,0,0,1,43,37,34,34,27,13,7,1
24660075,0,0,5,41,49,38,26,35,20,9,4
24660076,0,0,2,39,49,29,30,25,21,5,7
24660077,0,1,4,46,57,36,31,27,17,6,4
24660078,0,0,3,63,58,41,34,20,10,9,2
24660079,0,1,3,47,68,38,23,27,17,4,3
24660080,0,0,3,65,60,42,51,41,25,8,1
24660081,0,1,4,63,56,31,48,32,21,10,1
24660082,0,0,4,58,61,39,48,33,24,7,6
24660083,0,0,2,46,38,32,36,17,17,6,1
24660084,0,1,3,50,46,27,37,30,14,11,2
24660085,0,0,3,60,62,50,37,32,21,10,1
24660086,0,0,2,40,25,30,32,21,19,6,1
24660087,0,0,2,44,72,49,40,42,21,10,2
24660088,0,0,0,28,34,35,20,21,15,4,2
24660089,0,0,4,35,41,33,34,23,19,3,0
24660090,0,0,2,86,98,53,58,35,30,8,0
24660091,0,0,1,61,48,34,36,27,19,5,0
24660092,0,0,0,33,30,16,23,14,5,6,0
24660093,0,1,3,70,73,55,43,43,10,6,5
24660094,0,1,2,58,67,38,45,31,29,10,3
24660095,0,0,2,52,51,33,45,24,18,9,3
24660096,0,1,7,45,55,40,32,38,11,5,1
24660097,0,0,2,72,71,44,34,26,18,7,1
24660098,0,0,2,60,68,40,37,32,13,5,6
24660099,0,1,2,63,61,38,41,18,16,3,1
24660100,0,0,0,30,41,16,24,18,11,3,4
24660101,0,0,4,46,42,36,51,31,18,11,4
24660102,0,0,2,44,50,39,41,26,18,5,3
24660103,0,1,3,60,55,25,22,16,9,4,0
24660104,0,0,1,59,54,44,25,27,16,9,1
24660107,0,0,0,45,53,31,21,21,11,9,2
24660108,0,1,0,64,64,32,20,20,6,9,1
24660109,0,0,0,20,36,13,14,13,9,1,1
24660110,0,0,1,41,58,32,30,19,14,2,1
24660111,0,0,1,27,47,17,22,15,12,7,1
24660112,0,1,0,29,42,27,26,17,14,3,2
24660114,0,0,1,57,61,27,26,27,10,7,2
24660115,0,0,2,29,34,32,22,31,8,4,1
24660117,0,1,1,57,62,31,29,28,22,4,1
24660118,0,1,4,24,70,42,33,30,14,3,2
24660119,0,0,2,22,36,24,19,13,11,5,2
24660120,0,0,1,49,65,28,35,28,16,4,2
24660121,0,0,0,52,37,32,29,23,12,5,2
24660122,0,0,1,36,44,35,14,24,12,5,0
24660123,0,0,2,43,47,33,36,33,11,6,1
24660124,0,1,1,54,62,46,45,35,21,6,4
24660125,0,1,2,47,52,30,37,21,30,3,0
24660126,0,0,2,51,63,39,49,27,13,6,1
24660127,0,0,4,32,39,23,23,25,9,2,1
24660128,0,1,1,35,45,37,27,23,14,3,3
24660129,0,0,5,34,64,37,34,25,19,8,1
24660130,0,2,2,40,55,37,56,33,15,2,2
24660131,0,0,2,28,50,37,35,25,12,7,2
24660132,0,0,0,41,54,33,46,36,11,5,3
24660133,0,2,4,50,70,53,44,28,30,8,2
24660134,0,0,0,55,73,39,37,32,25,5,2
24660135,0,1,3,37,52,45,46,34,16,4,1
24660136,0,0,0,29,27,21,23,18,10,5,1
24660137,0,0,4,36,56,34,39,29,16,6,4
24660138,0,0,16,255,253,169,158,86,39,19,4
24660139,0,0,2,40,45,29,33,21,10,8,3
24660140,0,0,2,72,79,46,47,50,25,9,4
24660141,0,0,5,37,49,34,25,33,23,7,2
24660142,0,1,2,54,47,39,42,32,10,4,0
24660143,0,0,0,33,32,31,26,27,11,7,2
24660144,0,0,5,83,111,62,76,58,47,10,2
24660145,0,1,1,38,47,25,32,37,16,2,0
24660146,0,0,1,43,56,41,46,25,21,7,2
24660147,0,0,3,48,54,27,33,28,20,2,0
24660148,0,2,0,47,68,38,29,38,19,1,1
24660149,0,3,13,94,110,109,83,48,24,4,1
24660150,0,0,1,45,56,34,33,31,13,4,1
24660151,0,2,2,36,55,29,20,24,12,10,0
24660152,0,0,1,39,45,29,24,13,9,0,1
24660153,0,0,0,23,28,21,24,16,9,4,2
24660154,0,0,4,43,65,33,21,30,17,7,4
24660155,0,1,3,52,51,45,34,37,13,6,5
24660156,0,0,2,25,34,18,18,27,20,4,2
24660157,0,0,2,57,48,35,49,29,27,12,1
24660158,0,2,3,48,70,41,37,36,11,8,3
24660159,0,0,2,60,64,49,47,33,24,6,2
24660160,0,1,5,44,70,38,33,21,17,7,1
24660161,0,0,3,53,43,29,37,18,10,5,3
24660162,0,1,2,66,52,39,31,23,17,5,4
24660163,0,0,2,78,92,68,73,58,32,12,5
24660164,0,1,1,54,59,36,34,29,16,9,3
24660165,0,0,3,89,110,65,72,69,37,10,3
24660166,0,0,4,48,65,47,55,37,28,10,2
24660167,0,0,3,59,65,49,51,41,19,2,4
24660168,0,0,5,23,38,32,25,17,14,3,1
24660169,0,0,4,27,65,38,36,31,32,7,3
24660170,0,1,4,41,56,36,46,36,14,4,1
24660171,0,0,1,51,69,42,44,47,24,10,1
24660172,0,0,3,35,46,26,22,12,9,4,5
24660173,0,0,3,49,44,37,34,33,15,6,0
24660174,0,0,5,50,72,49,57,54,22,12,3
24660175,0,2,6,64,51,52,39,25,25,11,4
24660176,0,2,9,67,75,58,46,42,24,7,1
24660177,0,0,1,30,43,33,38,35,17,4,2
24660178,0,0,7,36,46,56,43,38,22,8,5
24660179,0,1,4,35,47,29,42,37,22,9,2
24660180,0,1,6,45,52,44,51,47,24,7,2
24660181,0,0,6,48,76,46,61,43,26,7,0
24660182,0,2,1,45,66,51,53,25,9,3,5
24660183,0,0,4,49,58,38,28,28,14,3,0
24660184,0,0,1,31,40,20,36,20,14,4,2
24660185,0,0,2,30,43,16,39,23,12,2,1
24660186,0,2,2,58,73,56,61,59,34,17,3
24660187,0,1,4,42,53,29,34,24,21,8,3
24660188,0,2,3,43,62,36,39,27,14,10,3
24660189,0,0,0,32,49,20,20,26,15,1,0
24660190,0,0,2,52,61,40,54,44,19,16,2
