ANNEE,MARQUE,MODELE,NB_CYL,CYLINDREE,EMISSION
1996,EAGLE,VISIO,6,3296,278
1996,FORD,F350,4,7281,"325,73990990991"
1996,GMC,SONOM,4,2181,339
1996,PLYMO,GRAND,6,2968,294
1996,PONTI,GRAND,6,3395,301
1997,FORD,EXPLO,8,4952,384
1997,FORD,THUND,6,3805,283
1997,FORD,THUND,6,4608,283
1997,MITSU,ECLIP,4,2001,"266,792395216533"
1997,PONTI,FIREF,4,1296,"173,5"
1998,DODGE,DAKOT,6,5215,"351,25"
1998,NISSA,240SX,4,2394,253
1998,PLYMO,GRAND,6,3296,297
1998,PONTI,FIREB,8,5740,"295,5"
1999,CHEVR,GMT-4,8,7445,"255,451131141745"
1999,FORD,CONTO,6,2542,265
1999,HONDA,CIVIC,4,1600,"204,8"
1999,HONDA,CR-V,6,1968,265
1999,LINCO,TOWN,8,4600,308
1999,PONTI,GRAND,4,3395,251
1999,SATUR,SL1,4,1900,"256,149449810518"
2000,CHEVR,SUBUR,8,5969,"268,25925480769"
2000,FORD,F350,,6806,"318,277164852408"
2000,GMC,SIERR,4,6510,"339,963165075034"
2000,JAGUA,VANDE,8,4001,"318,5"
2000,MAZDA,MILLE,5,2263,271
2000,PLYMO,NEON,4,2001,308
2000,SAAB,9-3,4,2296,258
2000,TOYOT,ECHO,6,1492,176
2000,TOYOT,TUNDR,6,4674,"349,5"
2001,CADIL,CATER,6,2968,308
2001,CHEVR,CAVAL,4,2200,"236,333333333333"
2001,DAEWO,LANOS,4,1607,216
2001,GMC,SIERR,6,4300,"344,614185110664"
2001,SATUR,SW2,4,1902,"219,328358208955"
2001,TOYOT,CAMRY,6,3000,268
2002,BUICK,PARK,6,3788,"272,5"
2002,CADIL,ESCAL,8,5330,460
2002,CHRYS,300M,3,3526,288
2002,CHRYS,NEON,4,2000,"212,333333333333"
2002,CHRYS,SEBRI,,2739,"267,5"
2002,DODGE,GRAND,6,3300,299
2002,DODGE,RAM,,4707,"386,75"
2002,FORD,ECONO,8,4608,"313,969429024584"
2002,HYUND,ACCEN,4,1600,205
2002,MAZDA,TRIBU,3,2968,253
2002,TOYOT,CAMRY,,2361,227
2002,TOYOT,MR2,4,1787,"211,159083946078"
2003,DODGE,RAM,8,4700,"377,25"
2003,HYUND,ELANT,4,2000,219
2003,HYUND,SANTA,6,2700,"280,5"
2003,SUZUK,AERIO,4,2000,"219,3"
2003,TOYOT,RAV4,4,2000,253
2004,ACURA,1.7EL,4,1700,191
2004,GMC,YUKON,6,5330,"349,216038406828"
2004,HONDA,ACCOR,6,3000,253
2004,NISSA,MAXIM,6,3500,259
2004,NISSA,SENTR,4,1800,199
2004,PONTI,MONTA,5,3395,289
2005,ACURA,MDX,6,3500,315
2005,BUICK,RAINI,6,4198,347
2005,CHEVR,BLAZE,,4297,374
2005,CHRYS,300,8,3509,290
2005,CHRYS,PTCRU,4,2400,"246,5"
2005,HONDA,ACCOR,4,2400,215
2005,HYUND,TUCSO,6,1968,277
2005,TOYOT,AVALO,4,3493,"197,64001246652"
2005,TOYOT,TUNDR,6,4001,299
2006,CHEVR,MALIB,6,3500,"248,5"
2006,FORD,ESCAP,4,2300,"228,2"
2006,FORD,F450,,6806,"291,079547268375"
2006,FORD,F550,8,6002,"291,079547268375"
2006,INFIN,FX35,6,3500,"291,733758865246"
2006,LANDR,LR3,6,4000,375
2006,MITSU,ECLIP,4,2400,"241,5"
2006,MITSU,LANCE,4,2000,214
2006,NISSA,MURAN,3,3500,276
2006,PONTI,TORRE,6,3400,290
2006,TOYOT,MATRI,,1787,206
2006,TOYOT,RAV4,,3509,255
2006,TOYOT,XA,4,1509,"208,489621101694"
2007,AUDI,A3,4,2000,"225,5"
2007,BMW,323,4,2509,244
2007,BMW,550,8,4805,306
2007,CHEVR,COBAL,,2197,"226,5"
2007,CHEVR,COLOR,6,3706,"320,8"
2007,CHEVR,SILVE,6,6002,"335,166666666667"
2007,DODGE,CARAV,6,,"276,666666666667"
2007,FORD,ESCAP,4,3001,"227,4"
2007,FORD,FREES,6,4200,313
2007,HONDA,ACCOR,,2394,"215,5"
2007,HYUND,SANTA,6,2700,"270,5"
2007,JEEP,WRANG,4,3772,344
2007,KIA,SPORT,4,2706,"251,666666666667"
2007,LEXUS,GX,8,4674,354
2007,MERCE,CLK,8,5461,316
2007,MERCE,SL,8,5444,384
2007,MITSU,ECLIP,4,2400,"243,5"
2007,MITSU,RAIDE,6,3706,"270,663818503241"
2007,SUZUK,SWIFT,4,1600,"205,5"
2007,VOLKS,RABBI,,2476,"240,5"
2008,AUDI,TT,4,2000,215
2008,FERRA,612,9,5756,"469,5"
2008,HYUND,SANTA,5,3345,"279,5"
2008,KIA,SEDON,6,3800,294
2008,KIA,SPECT,4,2000,"205,5"
2008,LINCO,MKX,6,3500,"295,5"
2008,MITSU,LANCE,4,2000,"249,6"
2008,MITSU,OUTLA,6,3000,278
2009,ACURA,CSX,4,2000,218
2009,AUDI,Q7,6,3600,334
2009,AUDI,TTS,4,1984,"247,115301724139"
2009,CHEVR,EXPRE,8,5297,"362,5"
2009,CHRYS,ASPEN,8,4707,306
2009,HONDA,CIVIC,4,2000,230
2009,HONDA,RIDGE,8,3493,320
2009,HYUND,ELANT,,2000,"201,75"
2009,JEEP,COMMA,8,4707,339
2009,LEXUS,IS,6,3509,253
2009,PONTI,MONTA,6,3900,290
2009,VOLVO,C30,5,2400,239
2010,KIA,RONDO,,2361,244
2010,VOLKS,GTI,4,2000,215
2011,CHEVR,CORVE,8,6199,"306,666666666667"
2011,CHEVR,EQUIN,6,3000,"274,25"
2011,FORD,RANGE,6,4000,"325,75"
2011,FORD,TAURU,6,3500,265
2011,GMC,TERRA,,2394,"219,5"
2011,HONDA,RIDGE,6,3500,320
2011,LEXUS,LX,8,5707,377
2011,MERCE,B200,6,2001,"224,75"
2011,TOYOT,CAMRY,,2394,156
2011,VOLKS,TIGUA,4,2000,"256,333333333333"
2012,CHEVR,ORLAN,4,2400,"232,5"
2012,DODGE,RAM,3,5707,"264,889655087652"
2012,FORD,TRANS,4,2000,"232,5"
2012,HONDA,CR-V,,2394,"211,5"
2012,LINCO,NAVIG,8,5395,356
2012,TOYOT,COROL,,1804,"187,5"
2012,TOYOT,RAV4,4,3509,"225,5"
2012,VOLKS,JETTA,5,2500,"215,5"
2013,ASTON,V8,8,4707,346
2013,AUDI,A4,4,2000,216
2013,AUDI,Q5,4,2000,224
2013,BMW,135,6,3001,"250,5"
2013,FORD,MUSTA,8,5805,306
2013,HONDA,PILOT,6,3500,"270,5"
2013,MASER,GRANT,8,4690,351
2013,MERCE,C,6,3498,"241,75"
2013,MERCE,GLK,6,2099,258
2013,NISSA,SENTR,4,,169
2013,TOYOT,FR-S,4,2000,"196,9534842926"
2013,TOYOT,VENZA,4,2700,"232,5"
2014,BMW,X5,4,3001,255
2014,BUICK,LACRO,4,2394,189
2014,CHEVR,CAMAR,8,5297,327
2014,CHEVR,CAPTI,4,2394,"194,136746457581"
2014,FORD,EXPLO,4,2001,235
2014,FORD,TRANS,4,1607,225
2014,HONDA,ACCOR,4,2400,"189,333333333333"
2014,NISSA,ARMAD,8,5608,380
2015,BMW,550,8,4395,"288,5"
2015,BMW,740,6,3001,"237,5"
2015,GMC,SIERR,,5297,"286,5"
2015,LEXUS,ES,,2493,136
2015,MERCE,C,6,3500,243
2015,MERCE,E,6,3493,235
2015,NISSA,LEAF,,3706,0
2016,ACURA,MDX,6,3500,"252,5"
2016,BMW,X5,4,2001,"76,5"
2016,BUICK,VERAN,6,2394,224
2016,DODGE,DART,4,1394,171
2016,DODGE,JOURN,9,3608,"281,666666666667"
2016,FIAT,500X,4,1394,194
2016,HYUND,TUCSO,,2001,"225,5"
2016,HYUND,TUCSO,4,1600,219
2016,JEEP,CHERO,4,3198,"230,5"
2016,LEXUS,IS,4,2001,212
2016,MAZDA,CX-3,4,2000,184
2016,MAZDA,CX-5,6,2493,200
2016,MERCE,C,6,2001,231
2016,MERCE,C,8,3985,231
2016,MERCE,S,8,4663,"70,5"
2017,GMC,CANYO,6,3600,280
2017,HONDA,CR-V,4,1804,"184,5"
2017,TOYOT,PRIUS,,1804,"24,5"
2018,FORD,TRANS,5,3198,"242,5"
2018,KIA,OPTIM,4,2000,30
2018,MAZDA,CX-9,4,2500,"233,5"
2018,NISSA,KICKS,4,,169
2018,TOYOT,TUNDR,8,4608,354
2019,FORD,F150,8,5002,"308,333333333333"
2019,JEEP,COMPA,4,2394,218
2019,JEEP,GRAND,8,6428,368
2019,MERCE,,4,2001,"148,918789165151"
1936,PONTI,,6,,"452,304"
1938,DODGE,,6,,"446,232"
1947,BUICK,,8,,"418,908"
1949,PONTI,,6,,"412,836"
1951,BUICK,,8,,"406,764"
1951,MERCU,,6,,"406,764"
1961,,,8,,"376,404"
1961,PLYMO,FURY,8,,"376,404"
1964,,,4,,"367,296"
1964,CHEVR,CORVE,8,,"367,296"
1965,AUSTI,,6,,"364,26"
1966,AUSTI,MINI,4,,"361,224"
1967,,,4,,"358,188"
1967,FIAT,500,,,"358,188"
1967,PONTI,FIREB,8,,"358,188"
1968,FORD,MUSTA,6,,"355,152"
1969,FIAT,,,,"352,116"
1970,CADIL,DEVIL,8,,"349,08"
1970,GMC,JIMMY,8,,"349,08"
1970,MERCU,COUGA,8,,"349,08"
1971,CITRO,2CV,4,,"346,044"
1971,GMC,,6,,"346,044"
1971,TRIUM,,8,,"346,044"
1972,BUICK,RIVIE,8,,"343,008"
1972,FORD,TORIN,8,,"343,008"
1972,GMC,,8,,"343,008"
1974,DODGE,,8,,"336,936"
1974,GMC,,,,"336,936"
1975,BMW,320,6,,"333,9"
1975,BUICK,LESAB,8,,"333,9"
1975,CHEVR,BLAZE,8,,"333,9"
1976,CHEVR,CUSTO,8,,"330,864"
1976,CHEVR,VAN,8,,"330,864"
1976,TRIUM,SPITF,4,,"330,864"
1976,VOLKS,WESTF,4,,"330,864"
1977,CHEVR,PICKU,6,,"327,828"
1977,GMC,,6,,"327,828"
1977,TOYOT,,6,,"327,828"
1978,CHEVR,IMPAL,8,,"324,792"
1978,MERCE,280,6,,"324,792"
1979,GMC,JIMMY,8,,"321,756"
1979,HONDA,CIVIC,4,,"321,756"
1979,TOYOT,COROL,4,,"321,756"
1980,BUICK,,8,,"318,72"
1980,CHRYS,LEBAR,8,,"318,72"
1980,FIAT,SPIDE,4,,"318,72"
1980,GMC,PICKU,8,,"318,72"
1980,MG,MIDGE,4,,"318,72"
1980,ROLLS,,8,,"318,72"
1981,CHEVR,MALIB,8,3755,"315,684"
1981,FORD,FAIRM,6,3280,"315,684"
1981,LINCO,MARK,8,4952,"315,684"
1981,MERCE,380,8,3837,"315,684"
1982,VOLKS,VANAG,4,,"312,648"
1983,ALFA,,4,,"309,612"
1984,BUICK,CENTU,6,2837,"306,576"
1984,CHEVR,G20,8,5740,"306,576"
1984,DATSU,300ZX,6,2968,"306,576"
1984,FORD,MUSTA,8,4952,"306,576"
1984,GMC,S,6,2837,"306,576"
1984,MAZDA,RX7,9,1148,"306,576"
1985,MAZDA,RX7,,1312,"303,54"
1985,PONTI,6000,4,2476,"303,54"
1986,BMW,735,6,3427,"300,504"
1986,BUICK,CENTU,4,2476,"300,504"
1986,BUICK,REGAL,6,3788,"300,504"
1986,CHEVR,C10,6,4297,"300,504"
1986,PONTI,FIREB,8,5000,"300,504"
1986,PONTI,PARIS,8,5002,"300,504"
1987,BMW,320,6,,"297,468"
1987,CHEVR,ASTRO,6,4297,"297,468"
1987,CHEVR,CAMAR,8,2837,"297,468"
1987,CHEVR,SPORT,8,5740,"297,468"
1987,FORD,ECONO,8,7544,"297,468"
1987,GMC,R35,8,6215,"297,468"
1987,OLDSM,CUTLA,4,2476,"297,468"
1987,PONTI,6000,6,2837,"297,468"
1988,FORD,MUSTA,4,4952,"294,432"
1988,FORD,MUSTA,8,2296,"294,432"
1988,GMC,JIMMY,8,5740,"294,432"
1988,SUBAR,XT6,6,2673,"294,432"
1988,TOYOT,COROL,4,1591,"294,432"
1989,BUICK,LESAB,6,3788,"291,396"
1989,CHEVR,CAMAR,8,5740,"291,396"
1989,GMC,VANDU,6,4297,"291,396"
1989,PORSC,928,8,4969,"291,396"
1989,TOYOT,CELIC,4,2001,"291,396"
1989,VOLKS,VANAG,4,,"291,396"
1990,BMW,525,6,2493,"288,36"
1990,BUICK,REGAL,6,3788,"288,36"
1990,CHEVR,LUMIN,6,3132,"288,36"
1990,FORD,ECONO,8,7281,"288,36"
1990,MASER,SPYDE,6,2804,"288,36"
1990,OLDSM,DELTA,6,3788,"288,36"
1990,OLDSM,TORON,6,3788,"288,36"
1991,CHEVR,LUMIN,6,3132,"285,324"
1991,DODGE,CARAV,6,3296,"285,324"
1991,MAZDA,SCRUM,3,,"285,324"
1991,PONTI,FIREF,4,1000,"285,324"
1991,VOLKS,JETTA,4,,"285,324"
1992,,,6,,"282,288"
1992,ACURA,VIGOR,5,2500,"282,288"
1992,CADIL,BROUG,8,5034,"282,288"
1992,GMC,SUBUR,8,7445,"282,288"
1992,HONDA,CRX,4,,"282,288"
1992,PONTI,LEMAN,4,1607,"282,288"
1992,SUBAR,SVX,6,3313,"282,288"
1993,ACURA,INTEG,4,1837,"279,251999999999"
1993,BMW,325,6,2493,"279,251999999999"
1993,CHEVR,CAPRI,8,5002,"279,251999999999"
1994,CHEVR,G20,8,5002,"276,216"
1994,MERCE,C,6,2804,"276,216"
1995,ACURA,NSX,6,2985,298
1995,BMW,740,8,3985,315
1995,PLYMO,VOYAG,6,3296,297
1995,SUBAR,IMPRE,4,1820,239
1995,VOLKS,ARTIS,4,,"254,832070707071"
1996,BMW,,6,2800,"246,450292397661"
1996,CHEVR,G20,8,5002,"263,241935483871"
1996,CHEVR,LUMIN,6,3395,291
1996,GMC,SAVAN,6,4297,339
1996,MERCE,S,6,3198,304
1996,OLDSM,AUROR,8,4001,294
1997,CHEVR,GMT-4,8,7445,"266,183558558558"
1997,CHRYS,INTRE,6,3526,291
1997,FORD,ECONO,6,4198,"318,775063021136"
1997,FORD,ECONO,8,4608,"318,775063021136"
1997,SUBAR,SVX,6,3313,299
1998,CADIL,DEVIL,8,4575,299
1998,HONDA,CIVIC,4,1600,"196,75"
1998,MERCE,,4,3200,"263,867565055762"
1998,PONTI,BONNE,6,3788,"287,5"
1998,SUZUK,CARRY,6,1300,"240,341292134831"
1998,VOLVO,C70,5,2443,"274,682001087548"
1999,CHEVR,CAMAR,6,3788,"265,5"
1999,DAEWO,LANOS,4,1607,216
1999,DAEWO,LEGAN,4,2197,265
1999,DODGE,AVENG,4,2001,245
1999,TOYOT,CELIC,4,2165,247
2000,HONDA,ODYSS,4,3477,292
2000,MERCE,E,6,4264,264
2000,SUZUK,VITAR,4,1591,228
2000,TOYOT,4RUNN,4,3378,"310,5"
2000,VOLKS,JETTA,4,2788,236
2001,ACURA,3.5RL,6,3477,301
2001,BMW,320,4,2165,"283,835503472222"
2001,DODGE,DURAN,8,5904,428
2001,MERCE,SLK,4,3198,"271,5"
2001,NISSA,SENTR,4,1800,"208,5"
2001,SUBAR,LEGAC,4,3001,254
2001,SUZUK,ESTEE,4,1591,"193,5"
2001,SUZUK,SWIFT,4,1296,"173,5"
2002,BMW,320,4,2165,"284,077872168286"
2002,JAGUA,S-TYP,8,4001,301
2002,MASER,SPYDE,8,4247,"253,294016216934"
2002,NISSA,FRONT,4,2394,"270,5"
2002,SATUR,L300,6,3001,255
2003,AUDI,S6,8,4182,350
2003,FORD,RANGE,4,4018,243
2003,FORD,RANGE,6,3000,"306,75"
2003,HYUND,ELANT,,1984,219
2003,INFIN,Q45,8,4493,306
2003,LINCO,LS,6,2985,268
2003,MERCE,CL,8,4969,"291,881466450216"
2003,MERCE,S,8,5444,"291,881466450216"
2003,MINI,COOPE,4,1600,207
2003,OLDSM,ALERO,6,3400,239
2004,AUDI,RS6,8,4198,"265,888320337884"
2004,BUICK,RAINI,8,5297,"384,5"
2004,CHEVR,SILVE,8,4800,"253,309558555272"
2004,CHRYS,SEBRI,6,2706,"253,571428571429"
2004,DODGE,RAM,4,4707,345
2004,DODGE,STRAT,4,2394,"339,755789098682"
2004,DODGE,VIPER,,8298,403
2004,FORD,F150,4,5412,349
2004,FORD,F350,9,6806,"326,275315726248"
2004,GMC,SAVAN,8,5330,391
2004,GMC,SIERR,4,5330,"349,216038406828"
2004,PONTI,BONNE,6,3788,260
2004,VOLVO,C70,5,2329,"279,5"
2005,CHEVR,SUBUR,8,6002,"254,411260947067"
2005,FORD,ESCAP,4,3001,235
2005,FORD,F150,,5412,"371,5"
2005,FORD,FOCUS,,2001,"212,5"
2005,MERCU,MOUNT,6,4018,"242,282485267917"
2005,PONTI,G6,4,3509,"248,5"
2005,PONTI,SUNFI,4,2200,"219,5"
2006,AUDI,A6,8,4165,306
2006,BMW,750,4,4789,301
2006,GMC,ENVOY,8,5300,"339,25"
2006,HONDA,ACCOR,,3001,"241,666666666667"
2006,HYUND,AZERA,4,3772,269
2006,HYUND,TUCSO,4,2000,"249,5"
2006,JEEP,GRAND,8,5700,368
2006,JEEP,WRANG,4,2400,"327,607229894395"
2006,KIA,RIO,3,1607,"187,5"
2006,MAZDA,TRIBU,4,2300,"252,5"
2006,MITSU,LANCE,4,2400,238
2006,TOYOT,CAMRY,,2361,223
2007,CADIL,XLR-V,8,4395,"315,574043938161"
2007,CHEVR,SUBUR,8,5300,"326,2"
2007,FORD,ESCAP,3,3001,"227,4"
2007,HYUND,SONAT,6,3300,253
2007,MAZDA,5,,2263,"256,5"
2007,MAZDA,RX8,9,1300,291
2007,TOYOT,COROL,,1787,177
2007,TOYOT,RAV4,4,3509,242
2007,VOLKS,JETTA,,2476,244
2007,VOLKS,JETTA,5,1984,244
2007,VOLVO,V50,4,2443,"242,5"
2008,ACURA,MDX,5,3706,317
2008,AUDI,A4,4,3132,"235,125"
2008,DODGE,CHARG,6,3500,"285,333333333333"
2008,DODGE,GRAND,3,3296,272
2008,HONDA,ACCOR,4,3509,"219,5"
2008,LAMBO,MURCI,,6494,524
2008,MAZDA,CX-7,4,2300,"287,5"
2008,MERCE,C,6,3500,"274,5"
2008,MERCE,CL,8,5510,327
2008,MERCU,MARIN,6,3001,"236,588777236418"
2008,SUBAR,FORES,4,2500,"250,833333333333"
2008,TOYOT,COROL,,1804,"186,25"
2009,ACURA,RL,6,3706,297
2009,BMW,128,4,3001,"248,75"
2009,CHEVR,SUBUR,8,6002,343
2009,KIA,BORRE,6,3805,299
2009,MASER,GRANT,8,4690,377
2009,SUZUK,SX4,,2001,"218,333333333333"
2010,ASTON,DBS,,5904,"401,5"
2010,AUDI,A5,6,1984,260
2010,CADIL,CTS-V,8,6199,359
2010,CHEVR,SILVE,8,4800,338
2010,DODGE,CHARG,6,3500,"279,5"
2010,DODGE,JOURN,9,2394,"294,5"
2010,HONDA,ODYSS,4,3509,"281,5"
2010,LANDR,LR4,8,4952,380
2010,MITSU,ECLIP,4,2378,"252,681334080727"
2010,TOYOT,VENZA,4,2700,"231,5"
2010,VOLKS,TOUAR,6,3591,336
2011,BMW,328,4,3001,"256,5"
2011,CHEVR,CRUZE,,1394,"178,333333333333"
2011,JEEP,WRANG,4,3772,"323,5"
2011,LEXUS,CT,6,1804,131
2011,MERCE,SLS,8,6199,345
2011,NISSA,VERSA,,1804,190
2012,BMW,550,8,4395,"296,5"
2012,DODGE,CHARG,8,6396,317
2012,FORD,ESCAP,6,3000,"255,25"
2012,NISSA,MAXIM,,3509,251
2012,VOLKS,CC,4,2000,"224,5"
2013,CHEVR,VOLT,,1394,45
2013,CHRYS,200,4,2400,238
2013,INFIN,QX56,8,5608,345
2013,MERCE,GLK,6,3500,258
2013,NISSA,PATHF,6,3500,"248,5"
2013,SUBAR,LEGAC,5,2460,213
2013,SUBAR,XVCRO,,2001,"202,5"
2013,VOLVO,XC70,6,3200,262
2014,BENTL,FLYIN,9,6002,380
2014,BMW,650,8,4395,"288,333333333333"
2014,CHEVR,CRUZE,,1394,"174,5"
2014,CHEVR,ORLAN,,2394,"239,5"
2014,CHEVR,SILVE,8,5300,"284,5"
2014,DODGE,JOURN,,2394,255
2014,MAZDA,3,4,,"166,708333333333"
2014,MERCE,SL,8,4657,269
2014,NISSA,PATHF,4,3509,202
2014,SUBAR,LEGAC,,2460,213
2015,AUDI,R8,8,4165,"354,5"
2015,AUDI,R8,9,5215,"357,5"
2015,FORD,FIEST,8,1607,176
2015,JAGUA,XK,8,5002,"268,54"
2015,MERCE,S,6,5461,248
2016,FORD,FIEST,3,1000,153
2017,BMW,ALPIN,8,4395,292
2017,JEEP,PATRI,4,2001,"225,5"
2017,PORSC,MACAN,6,3600,287
2017,TOYOT,COROL,4,2509,"174,285714285714"
2018,BENTL,FLYIN,8,4001,353
2018,HONDA,CR-V,4,,"184,5"
2018,MASER,GHIBL,6,3001,"291,333333333333"
2018,POLA,,4,1500,"207,785294204612"
2019,BMW,M2,6,3001,"283,5"
2019,BMW,X3,6,3001,245
2019,JEEP,GRAND,8,5707,331
2019,MERCE,S,8,3985,"268,333333333333"
2019,PORSC,911,6,3001,"243,40625"
2019,ROLLS,,9,6700,397
2019,SUBAR,IMPRE,4,2000,"192,75"
2019,SUBAR,LEGAC,6,3608,241
1937,PONTI,,8,,"449,268"
1939,PONTI,,6,,"443,196"
1951,FORD,,4,,"406,764"
1952,INTER,,8,,"403,728"
1962,FIAT,500,,,"373,367999999999"
1962,VOLKS,BEETL,4,,"373,367999999999"
1963,CHEVR,NOVA,8,,"370,332"
1965,ARTIS,,4,,"364,26"
1966,PLYMO,BARRA,8,,"361,224"
1966,PONTI,LEMAN,8,,"361,224"
1967,DODGE,POLAR,8,,"358,188"
1967,GMC,,6,,"358,188"
1968,BUICK,WILDC,8,,"355,152"
1969,PEUGE,,4,,"352,116"
1969,VOLKS,COCCI,4,,"352,116"
1970,CHEVR,NOVA,6,,"349,08"
1970,FIAT,500,,,"349,08"
1971,DODGE,CHALL,8,,"346,044"
1972,MERCU,COUGA,8,,"343,008"
1973,DODGE,CHARG,8,,"339,972"
1973,FORD,ECONO,8,,"339,972"
1973,TOYOT,,6,,"339,972"
1974,GMC,,6,,"336,936"
1975,FORD,,4,,"333,9"
1976,GMC,SIERR,8,,"330,864"
1977,CHRYS,NEWPO,8,,"327,828"
1978,GMC,JIMMY,8,,"324,792"
1978,GMC,SUBUR,8,,"324,792"
1979,DODGE,RAM,8,,"321,756"
1979,FIAT,,4,,"321,756"
1979,FORD,MUSTA,4,,"321,756"
1979,JEEP,,6,,"321,756"
1980,FIAT,,4,,"318,72"
1980,FORD,,8,,"318,72"
1981,PONTI,FIREB,8,4936,"315,684"
1981,PONTI,PARIS,8,,"315,684"
1981,TRIUM,SPITF,4,,"315,684"
1982,CHEVR,K10,8,5002,"312,648"
1983,FORD,MUSTA,4,2296,"309,612"
1983,JAGUA,XJS,9,5346,"309,612"
1983,MERCE,300,5,3001,"309,612"
1984,CHEVR,C30,8,7445,"306,576"
1984,MERCE,380,8,3837,"306,576"
1984,VOLKS,RABBI,4,1722,"306,576"
1984,VOLVO,245,4,2312,"306,576"
1985,,,8,,"303,54"
1985,BUICK,CENTU,6,2837,"303,54"
1985,BUICK,LESAB,8,5034,"303,54"
1985,MAZDA,RX7,9,1148,"303,54"
1985,PONTI,SUNBI,4,1984,"303,54"
1985,RENAU,LECAR,4,1394,"303,54"
1986,BUICK,LESAB,6,3788,"300,504"
1986,CHEVR,CAPRI,8,5002,"300,504"
1986,JEEP,JEEP,4,2460,"300,504"
1986,TOYOT,PICKU,4,2443,"300,504"
1986,VOLKS,VANAG,4,,"300,504"
1987,CHRYS,LEBAR,4,2214,"297,468"
1987,FERRA,TESTA,9,,"297,468"
1987,FORD,MUSTA,8,2296,"297,468"
1987,PORSC,924,4,2476,"297,468"
1987,TOYOT,COROL,4,1591,"297,468"
1988,CHEVR,G20,8,6215,"294,432"
1988,NISSA,300ZX,6,2968,"294,432"
1988,OLDSM,CUTLA,6,2837,"294,432"
1988,OLDSM,CUTLA,6,3788,"294,432"
1989,,,3,,"291,396"
1989,CHRYS,LEBAR,4,2509,"291,396"
1989,JEEP,COMAN,6,3969,"291,396"
1990,DODGE,D-SER,6,3919,"288,36"
1990,FORD,ECONO,8,5756,"288,36"
1990,MERCU,COUGA,6,3805,"288,36"
1991,BMW,318,,1804,"285,324"
1991,BMW,318,6,1804,"285,324"
1991,CHEVR,R3500,8,5740,"285,324"
1991,FERRA,348,8,,"285,324"
1991,GMC,SIERR,8,7400,"285,324"
1991,JAGUA,XJ12,9,5346,"285,324"
1991,SUBAR,JUSTY,3,1181,"285,324"
1992,BUICK,SKYLA,4,2263,"282,288"
1992,CHEVR,G20,8,6215,"282,288"
1992,CHEVR,GMT-4,8,7445,"282,288"
1992,GMC,SAFAR,6,4297,"282,288"
1992,JAGUA,XJ12,,5346,"282,288"
1992,MAZDA,RX7,5,,"282,288"
1992,NISSA,300ZX,6,,"282,288"
1992,PLYMO,SUNDA,6,2968,"282,288"
1993,AUDI,90,6,2771,"279,251999999999"
1993,CHRYS,NEWYO,6,3296,"279,251999999999"
1993,DODGE,GRAND,6,3296,"279,251999999999"
1993,FORD,RANGE,4,2296,"279,251999999999"
1993,MERCE,190,,2296,"279,251999999999"
1993,MERCU,TOPAZ,6,2985,"279,251999999999"
1993,PONTI,GRAND,4,2263,"279,251999999999"
1993,SUBAR,SAMBA,3,,"279,251999999999"
1993,WESTE,,,2499,"279,251999999999"
1994,CHEVR,CAPRI,8,4346,"276,216"
1994,CHEVR,LUMIN,6,3788,"276,216"
1994,FORD,ASPIR,4,1328,"276,216"
1994,SATUR,SL,4,1902,"276,216"
1996,AUDI,S6,5,2230,301
1996,CHEVR,CAPRI,8,4346,292
1996,DODGE,RAM,9,8003,"445,2"
1996,HYUND,SONAT,4,2001,"204,333333333333"
1996,VOLKS,GOLF,4,1984,268
1997,CADIL,ELDOR,8,4575,299
1997,DODGE,CARAV,6,3772,306
1997,DODGE,RAM,,8003,"422,166666666667"
1997,FORD,AEROS,6,3000,314
1997,HYUND,SONAT,4,2001,"257,5"
1997,ISUZU,TROOP,6,3198,"260,35"
1997,OLDSM,AUROR,8,4001,294
1997,SAAB,900,4,2296,"266,5"
1998,CHEVR,MONTE,6,3788,269
1998,HONDA,CR-V,4,2000,269
1998,LADA,NIVA,4,1705,"259,777783223823"
1998,SATUR,SW1,4,1902,"259,777783223823"
1998,TOYOT,CAMRY,,2165,"233,5"
1999,CHEVR,P30,8,6510,"255,451131141745"
1999,CHRYS,300M,6,3526,283
1999,FORD,EXPLO,8,4952,"376,5"
1999,LANDR,RANGE,8,3952,419
1999,SUZUK,GRAND,6,2500,299
1999,TOYOT,CAMRY,4,2200,"235,333333333333"
2000,BUICK,CENTU,4,3132,255
2000,CHRYS,CONCO,6,2700,260
2000,DODGE,DAKOT,6,4707,"355,25"
2000,FORD,MUSTA,,3805,267
2000,GMC,JIMMY,4,4297,"349,75"
2000,GMC,SIERR,6,5969,"339,963165075034"
2000,LINCO,CONTI,8,4608,297
2000,MERCE,E,8,3198,299
2000,OLDSM,ALERO,,3395,262
2001,ACURA,INTEG,4,1800,"225,333333333333"
2001,BMW,Z8,8,4952,373
2001,BUICK,CENTU,6,3100,258
2001,CHEVR,MONTE,6,3395,239
2001,CHRYS,PROWL,6,3526,"261,303401360544"
2001,MITSU,MONTE,6,3493,"247,738038286526"
2001,NISSA,SENTR,,1771,"208,5"
2001,PORSC,911,3,3395,"308,25"
2001,VOLKS,PASSA,4,2771,"249,5"
2002,BMW,325,6,2500,"268,333333333333"
2002,DODGE,CARAV,6,3300,"292,666666666667"
2002,DODGE,RAM,8,5900,"435,6"
