ANNEE,MARQUE,MODELE,NB_CYL,CYLINDREE,EMISSION
2003,LANDR,DEFEN,5,2500,"410,463768115942"
2003,MERCE,ML,,3723,354
2003,PORSC,911,6,3600,306
2003,SAAB,9-3,6,1984,"248,25"
2004,AUDI,A4,,1787,"246,142857142857"
2004,CHEVR,CAVAL,,2197,"211,25"
2004,TOYOT,MATRI,6,1787,"206,916852517243"
2005,FORD,TAURU,4,2985,269
2005,INFIN,G35,8,3509,"286,25"
2005,NISSA,PATHF,4,4001,"237,250626024254"
2005,TOYOT,MATRI,,1787,"197,64001246652"
2006,GMC,SAVAN,8,4800,"317,113792363791"
2006,JEEP,GRAND,6,4707,327
2006,LEXUS,ES,6,3300,253
2006,NISSA,SENTR,4,2500,"239,5"
2006,VOLKS,GOLF,4,1900,"191,5"
2006,VOLKS,JETTA,5,1984,244
2006,VOLVO,XC70,4,2525,278
2007,MITSU,OUTLA,,3001,"274,5"
2008,DODGE,GRAND,5,3805,294
2008,KIA,RONDO,8,2361,260
2008,SUBAR,IMPRE,3,2460,"254,2"
2008,VOLVO,XC90,6,3200,"333,5"
2009,CHEVR,HHR,4,2200,"208,5"
2009,LEXUS,RX,9,3460,285
2009,PONTI,G3,,1607,"188,5"
2009,TOYOT,SEQUO,8,5707,368
2010,CADIL,CTS,3,3001,258
2010,CHEVR,COLOR,4,3706,"264,333333333333"
2010,GMC,SIERR,3,5297,"334,5"
2010,GMC,SIERR,4,4297,"334,5"
2010,GMC,SIERR,6,5297,"334,5"
2010,PONTI,G3,4,1600,"186,5"
2010,ROLLS,GHOST,,6609,357
2010,SUBAR,OUTBA,6,2460,269
2010,SUBAR,TRIBE,,3608,301
2010,TOYOT,RAV4,6,,"248,5"
2011,FORD,F150,,5002,"316,125"
2011,HYUND,ELANT,5,1984,"189,75"
2011,KIA,RONDO,6,2361,260
2011,ROLLS,GHOST,,6609,350
2011,VOLVO,V50,5,2500,228
2012,AUDI,A6,6,3000,253
2012,CHEVR,SONIC,,1804,"187,5"
2012,GMC,TERRA,,3001,"274,25"
2012,HYUND,SONAT,,1984,205
2012,TOYOT,XB,4,2400,"194,614547304171"
2013,ARTIS,,8,,"205,658302022369"
2013,VOLKS,BEETL,5,2500,226
2014,DODGE,CHARG,6,3600,"244,444444444444"
2014,JEEP,WRANG,4,3608,301
2015,TOYOT,CAMRY,4,3509,"153,333333333333"
2016,HYUND,ELANT,4,,"188,625"
2016,TOYOT,COROL,,1804,"168,666666666667"
2017,GMC,ACADI,6,3600,268
2017,MAZDA,3,5,2001,"175,6"
2017,MERCE,C,6,2000,"203,157761209485"
2018,TOYOT,RAV4,4,1804,"207,25"
2018,VOLKS,GTI,4,,"225,522746176979"
2019,JAGUA,F-TYP,8,5002,311
2019,MERCE,GLS,8,4674,355
2019,VOLKS,JETTA,4,1984,198
1950,GMC,,6,,"409,8"
1955,DODGE,,8,,"394,62"
1961,DODGE,PICKU,8,,"376,404"
1963,FORD,ESCOR,4,,"370,332"
1966,CHEVR,ELCAM,8,,"361,224"
1968,CHEVR,CHEVY,8,,"355,152"
1968,GMC,,8,,"355,152"
1968,MERCU,METEO,8,,"355,152"
1969,AMER,JAVEL,8,,"352,116"
1970,FORD,ECONO,8,,"349,08"
1971,CHEVR,CAMAR,6,,"346,044"
1971,DATSU,240Z,4,,"346,044"
1971,FORD,CUSTO,8,,"346,044"
1975,CITRO,,,,"333,9"
1975,MERCE,,8,,"333,9"
1977,DODGE,TRADE,8,,"327,828"
1977,MERCE,,5,,"327,828"
1977,PONTI,,4,,"327,828"
1978,CHEVR,CHEVE,4,,"324,792"
1978,LINCO,CONTI,9,,"324,792"
1978,MERCE,,5,,"324,792"
1979,LOTUS,,4,,"321,756"
1980,PORSC,,8,,"318,72"
1982,CHEVR,C30,8,5740,"312,648"
1982,TOYOT,CRESS,6,2755,"312,648"
1985,MERCE,,8,,"303,54"
1987,BUICK,REGAL,8,5002,"297,468"
1987,CHEVR,SUBUR,8,6215,"297,468"
1987,MAZDA,B2000,4,2001,"297,468"
1988,VOLKS,TRANS,4,2115,"294,432"
1990,FORD,MUSTA,8,2296,"288,36"
1991,FORD,F150,6,4952,"285,324"
1991,LINCO,MARK,8,4952,"285,324"
1992,SUZUK,,4,,"282,288"
1993,DODGE,D-SER,8,5904,"279,251999999999"
1993,FORD,F250,,7281,"279,251999999999"
1994,DODGE,RAM,,8003,"276,216"
1994,MERCE,MB100,4,,"276,216"
1994,MERCE,S,6,3460,"276,216"
1995,AUDI,80,5,1800,"289,460784313725"
1995,ISUZU,RODEO,6,3198,361
1996,JAGUA,XJR,6,3985,"303,045454545455"
1996,VOLKS,PASSA,4,1984,"332,25"
1998,ACURA,INTEG,6,1800,"222,333333333333"
1999,CHRYS,SEBRI,4,2493,245
1999,PORSC,BOXST,4,2476,"294,5"
2000,CHEVR,SILVE,8,4800,"268,25925480769"
2001,HONDA,CIVIC,3,1673,"187,5"
2001,JEEP,CHERO,,4001,"332,5"
2002,MERCE,CL,8,5444,324
2002,OLDSM,BRAVA,4,4198,340
2003,FORD,F150,6,4200,339
2003,FORD,F350,,6800,"306,207013238137"
2003,NISSA,XTERR,6,3300,349
2004,AUDI,A4,4,2985,"246,142857142857"
2004,DODGE,RAM,,3690,345
2004,MAZDA,3,8,2001,206
2004,MERCE,ML,4,3723,363
2004,NISSA,ARMAD,6,5608,"250,715931648693"
2005,CHRYS,PTCRU,,2427,"246,5"
2005,DODGE,RAM,5,5904,329
2005,FORD,F350,9,6806,"289,560787649652"
2005,HONDA,PILOT,4,3477,322
2005,KIA,OPTIM,6,2700,"267,841188184534"
2005,NISSA,QUEST,6,3500,283
2005,TOYOT,CAMRY,5,2361,"225,333333333333"
2006,MERCE,SLK,6,3000,268
2007,CADIL,ESCAL,,6199,380
2007,CHEVR,SILVE,6,4805,"335,166666666667"
2007,FORD,TAURU,4,3001,267
2007,JEEP,GRAND,8,5700,368
2007,LINCO,MKX,6,3500,"294,5"
2007,MERCE,ML,,3001,302
2007,MERCU,MARIN,4,2296,"235,036152048157"
2008,DODGE,CALIB,,2001,221
2008,FORD,TAURU,6,3500,"281,75"
2008,HONDA,ACCOR,,3509,"251,666666666667"
2008,SAAB,9-3,6,2800,"293,5"
2009,CHEVR,TAHOE,8,6199,312
2009,DODGE,AVENG,,2706,237
2009,DODGE,JOURN,,3509,"302,5"
2010,GMC,CANYO,3,2903,"264,333333333333"
2010,INFIN,G37,6,3700,266
2010,VOLVO,C30,3,2443,237
2011,BMW,328,3,3001,"256,5"
2011,CHEVR,TAHOE,3,5297,308
2011,VOLKS,TIGUA,8,1984,"256,333333333333"
2012,CADIL,CTS,6,3000,"261,4"
2012,HONDA,CIVIC,3,1804,"171,5"
2012,HYUND,GENES,4,2000,230
2012,MERCE,GLK,,3493,298
2013,FORD,EXPLO,4,2000,235
2014,GMC,SIERR,,5297,"284,5"
2014,MERCE,GLK,,2099,230
2015,NISSA,MICRA,5,1607,178
2015,SUBAR,FORES,,2460,"210,5"
2015,TOYOT,COROL,4,1492,"165,166666666667"
2016,AUDI,A3,,1984,"45,75"
2016,AUDI,Q3,,1984,241
2016,HONDA,PILOT,6,,"258,333333333333"
2016,MASER,QUATT,6,3001,301
2016,PORSC,MACAN,6,3000,285
2016,TOYOT,HIGHL,,3509,"231,25"
2017,KIA,SOUL,,2001,"205,176"
2017,KIA,SPORT,9,2400,"233,5"
2017,LEXUS,RX,4,3509,"218,5"
2017,MERCE,S,8,4700,71
2019,TOYOT,COROL,,2001,"165,5"
1936,,,6,,"452,304"
1948,OLDSM,,8,,"415,872"
1952,MERCU,,6,,"403,728"
1956,DODGE,,8,,"391,584"
1959,MERCU,,6,,"382,476"
1960,LANDR,,4,,"379,44"
1960,WILLY,,6,,"379,44"
1961,BUICK,LESAB,8,,"376,404"
1962,MERCE,190,4,,"373,367999999999"
1967,PONTI,LAURE,8,,"358,188"
1968,VOLKS,WESTF,4,,"355,152"
1969,,,4,,"352,116"
1970,CHRYS,300,8,,"349,08"
1972,CHEVR,K10,8,,"343,008"
1972,CHRYS,,8,,"343,008"
1974,CHEVR,BLAZE,8,,"336,936"
1976,CADIL,,8,,"330,864"
1976,DATSU,280Z,8,,"330,864"
1976,PONTI,LEMAN,8,,"330,864"
1976,PONTI,VENTU,6,,"330,864"
1977,TOYOT,,4,,"327,828"
1978,PORSC,,6,,"324,792"
1980,CHRYS,LEBAR,6,,"318,72"
1980,FORD,A,4,,"318,72"
1981,MERCE,,8,,"315,684"
1981,PONTI,T-100,4,1607,"315,684"
1982,AMER,SPIRI,6,4231,"312,648"
1982,CHEVR,SUBUR,8,5740,"312,648"
1983,PORSC,911,6,,"309,612"
1984,CHEVR,C20,6,4100,"306,576"
1984,CHEVR,IMPAL,8,5002,"306,576"
1984,GMC,CUTAW,8,5740,"306,576"
1984,GMC,CUTAW,8,6215,"306,576"
1985,MERCE,500,8,,"303,54"
1986,BMW,,6,,"300,504"
1988,CHRYS,DAYTO,4,2509,"294,432"
1988,FORD,THUND,6,3805,"294,432"
1990,MERCE,300,6,2607,"288,36"
1991,CADIL,ELDOR,8,4920,"285,324"
1992,MAZDA,323,4,,"282,288"
1992,NISSA,SENTR,4,1591,"282,288"
1993,CHEVR,G30,8,5740,"279,251999999999"
1993,FORD,AEROS,6,4018,"279,251999999999"
1993,HONDA,PRELU,8,2263,"279,251999999999"
1994,BMW,,8,3001,"276,216"
1994,MERCE,SL,,5986,"276,216"
1995,CHEVR,CORSI,4,2181,228
1995,FERRA,348,8,3400,403
1996,SATUR,SC1,4,1902,"196,5"
1997,CHEVR,GMT-4,,5740,"266,183558558558"
1997,HONDA,ACCOR,4,2200,"229,75"
1998,DODGE,NEON,4,2000,"212,25"
1998,VOLKS,JETTA,6,1984,283
2000,CHEVR,CAVAL,4,2400,"241,5"
2000,SATUR,SL1,4,1900,"234,294117647059"
2001,FORD,ESCOR,4,2001,"313,973822800496"
2001,GMC,SIERR,6,5969,"344,614185110664"
2001,HONDA,CIVIC,8,1673,"187,5"
2002,ACURA,RSX,6,2001,"218,333333333333"
2002,VOLKS,PASSA,6,1787,"270,666666666667"
2003,ACURA,3.2TL,4,3231,262
2003,DODGE,ARTIS,8,,"332,005851929337"
2003,FORD,F150,5,5412,339
2003,GMC,ENVOY,8,4198,374
2004,GMC,SIERR,6,5969,"349,216038406828"
2004,LEXUS,LX,8,4674,407
2004,VOLKS,PASSA,8,4001,"301,5"
2005,MERCU,MARIN,6,3001,"242,282485267917"
2005,PORSC,911,6,3600,"330,388888888889"
2006,FERRA,612,,5756,"468,5"
2006,HYUND,ELANT,5,1984,214
2007,BENTL,CONTI,8,6002,432
2007,CADIL,ESCAL,8,6200,380
2007,HYUND,AZERA,6,3296,269
2007,KIA,RIO,,1607,"187,5"
2007,MERCE,S,8,5510,"327,5"
2007,PORSC,911,6,3600,299
2008,CHRYS,PACIF,4,4001,"316,5"
2008,GMC,SIERR,8,6600,380
2008,HONDA,ODYSS,9,3509,"281,5"
2008,MERCE,C,,3493,"274,5"
2008,MINI,COOPE,,1607,"197,083333333333"
2008,VOLVO,S60,4,2525,"255,25"
2009,AUDI,A3,4,3198,"227,666666666667"
2010,AUDI,A6,6,3198,260
2010,GMC,SIERR,6,4300,"334,5"
2010,LANDR,RANGE,8,5000,"391,666666666667"
2011,GMC,SAVAN,6,4297,322
2011,HONDA,PILOT,,3493,"292,5"
2011,MAZDA,CX-7,,2296,273
2011,MITSU,LANCE,4,2378,"236,75"
2011,MITSU,OUTLA,9,2378,255
2013,HYUND,VELOS,6,1607,"184,75"
2013,JEEP,WRANG,,3608,"300,5"
2014,BMW,428,,2001,"200,666666666667"
2014,MASER,GRANT,8,4700,"349,5"
2014,MERCE,SLK,8,5510,246
2014,NISSA,ROGUE,3,2509,"194,5"
2015,FORD,FOCUS,6,2001,"178,853142857143"
2015,GMC,SIERR,6,5297,281
2015,KIA,RONDO,5,2001,214
2015,TOYOT,COROL,6,1804,"165,166666666667"
2015,TOYOT,TACOM,,4001,"310,333333333333"
2015,VOLKS,JETTA,4,,"165,888888888889"
2015,VOLVO,S80,6,3000,258
2016,BMW,X4,6,3000,"260,5"
2016,HONDA,FIT,3,1492,"159,666666666667"
2017,CHEVR,SILVE,9,5297,"305,222222222222"
2017,HYUND,SONAT,,2361,"32,5"
2017,MITSU,OUTLA,3,2378,204
2017,TOYOT,CAMRY,4,3509,159
2018,ALFA,STELV,,2001,226
2018,RAM,PROMA,4,,232
1945,JEEP,,4,,"424,98"
1951,CHEVR,,8,,"406,764"
1962,ARTIS,,4,,"373,367999999999"
1963,AMER,RAMBL,6,,"370,332"
1966,VOLKS,KARMA,4,,"361,224"
1968,FORD,FALCO,6,,"355,152"
1968,PONTI,LAURE,8,,"355,152"
1969,VOLKS,VAN,4,,"352,116"
1970,CHEVR,CHEVY,8,,"349,08"
1972,OLDSM,,8,,"343,008"
1975,VOLKS,CAMPE,4,,"333,9"
1980,MERCE,,8,,"318,72"
1982,GMC,C1500,6,4100,"312,648"
1983,CHEVR,K30,8,6215,"309,612"
1983,FORD,LTD,6,3805,"309,612"
1984,BMW,528,6,,"306,576"
1984,DODGE,RAM,4,3690,"306,576"
1984,DODGE,RAMCH,8,5215,"306,576"
1984,FORD,ECONO,8,6888,"306,576"
1985,CITRO,,,,"303,54"
1985,GMC,K2500,8,5740,"303,54"
1986,MERCU,TOPAZ,4,2300,"300,504"
1987,AUDI,GT,5,2230,"297,468"
1987,FORD,THUND,6,4952,"297,468"
1987,HONDA,CIVIC,4,1492,"297,468"
1989,MERCE,230,4,,"291,396"
1991,BMW,535,6,3427,"285,324"
1991,VOLKS,VANAG,6,2115,"285,324"
1992,FERRA,348,9,3411,"282,288"
1992,MAZDA,MPV,4,2607,"282,288"
1992,TOYOT,ARIST,4,,"282,288"
1993,LANDR,RANGE,8,3952,"279,251999999999"
1993,MERCU,CAPRI,4,1607,"279,251999999999"
1995,FERRA,348,8,3411,403
1997,,,6,2800,"266,792395216533"
1997,EAGLE,VISIO,6,3526,291
1997,GMC,JIMMY,4,4297,336
1997,NISSA,MAXIM,4,2985,258
2001,CHEVR,SILVE,8,6000,"258,542216546047"
2001,KIA,OPTIM,4,2400,"254,361111111111"
2001,VOLKS,CABRI,,1984,"241,5"
2002,CHEVR,CAVAL,8,2181,"232,5"
2002,FORD,TAURU,6,3805,"269,75"
2002,PONTI,SUNFI,,2181,237
2003,CHEVR,TRACK,,2001,"254,25"
2003,HONDA,ACCOR,6,2394,252
2005,CHEVR,AVEO,,1607,207
2005,CHEVR,COBAL,,2197,"228,25"
2005,FORD,FOCUS,9,2001,"212,5"
2006,BUICK,RENDE,6,3500,"293,5"
2006,FORD,FREES,4,3903,317
2006,FORD,MUSTA,8,4600,307
2006,JAGUA,XK8,8,4198,258
2007,CHEVR,SILVE,8,8101,"372,5"
2007,JEEP,COMMA,3,3706,340
2008,LEXUS,IS,,2493,"242,333333333333"
2008,LEXUS,SC,8,4280,290
2009,FORD,FOCUS,,2001,197
2009,INFIN,EX35,6,3500,288
2009,PONTI,VIBE,4,,211
2009,VOLVO,S80,6,3000,301
2010,BMW,323,,2493,244
2010,NISSA,SENTR,5,2001,192
2011,DODGE,JOURN,6,,"273,333333333333"
2011,FERRA,CALIF,8,4297,"228,455126292677"
2011,HYUND,SONAT,9,2361,184
2011,MERCE,SL,8,6199,380
2012,SUBAR,TRIBE,6,3600,301
2012,TOYOT,HIGHL,8,3509,237
2013,BMW,528,6,2001,"200,5"
2013,HONDA,ODYSS,4,3509,"249,5"
2013,HYUND,ELANT,5,1804,"175,333333333333"
2013,KIA,RIO,,1600,"169,666666666667"
2014,AUDI,S8,8,4001,297
2014,CADIL,ESCAL,8,6199,"347,75"
2014,CHEVR,CRUZE,4,,"187,333333333333"
2014,CHEVR,SONIC,5,1804,"186,5"
2014,SUBAR,FORES,,2460,"210,5"
2014,TOYOT,MATRI,4,1800,"186,824840405904"
2015,CHEVR,CRUZE,6,3608,192
2015,FORD,MUSTA,4,3706,"218,666666666667"
2015,KIA,RONDO,6,2001,214
2015,MERCE,C,6,2000,228
2015,MINI,COOPE,,1509,"168,25"
2015,SUBAR,WRX,,2001,240
2016,CHRYS,200,,3608,"236,5"
2016,MAZDA,CX-9,,2493,"186,402610697785"
2016,MERCE,CLS,8,5461,277
2016,NISSA,ROGUE,4,1804,"197,5"
2017,ACURA,ILX,6,2361,192
2017,CADIL,ATS,4,2000,225
2017,LANDR,EVOQU,6,2001,"244,931309904153"
2017,MERCE,SLC,6,1991,200
2018,MAZDA,CX-3,4,,187
1958,TRIUM,,4,,"385,512"
1960,PLYMO,FURY,8,,"379,44"
1961,FORD,ECONO,6,,"376,404"
1961,LOTUS,,4,,"376,404"
1964,PONTI,GRAND,8,,"367,296"
1966,BUICK,,8,,"361,224"
1966,DODGE,CHARG,8,,"361,224"
1966,PONTI,BONNE,8,,"361,224"
1969,CHEVR,ELCAM,6,,"352,116"
1972,DODGE,TRADE,8,,"343,008"
1972,JAGUA,,6,,"343,008"
1972,PLYMO,,6,,"343,008"
1973,AMER,JAVEL,8,,"339,972"
1973,TRIUM,SPITF,4,,"339,972"
1978,FORD,BRONC,6,1453,"324,792"
1981,CHEVR,CAMAR,4,5740,"315,684"
1983,TOYOT,LANDC,6,,"309,612"
1983,TOYOT,PICKU,4,2197,"309,612"
1983,VOLKS,VANAG,4,,"309,612"
1986,CHEVR,CAVAL,6,2837,"300,504"
1989,FORD,BRONC,8,5756,"291,396"
1989,GMC,S,6,2837,"291,396"
1989,TOYOT,SUPRA,4,2952,"291,396"
1990,TOYOT,4RUNN,6,,"288,36"
1992,HYUND,SONAT,4,2001,"282,288"
1992,INFIN,Q45,8,4493,"282,288"
1993,CHEVR,CAPRI,8,5740,"279,251999999999"
1994,ISUZU,TROOP,6,3198,"276,216"
1994,MITSU,,4,,"276,216"
1994,UTILI,STEP,6,3296,"276,216"
1997,CADIL,DEVIL,4,4575,299
1998,AUDI,A6,5,2771,292
1998,CHEVR,S,8,4297,"266,991622574955"
1998,DODGE,CARAV,4,2427,269
1999,JEEP,GRAND,4,3969,335
2000,CHEVR,SILVE,6,5969,"268,25925480769"
2000,MERCU,MYSTI,6,2542,"255,623404008492"
2001,GMC,SIERR,9,6609,"344,614185110664"
2002,HONDA,ACCOR,,3001,262
2002,HYUND,ACCEN,,1492,205
2002,SUZUK,AERIO,,2001,"286,812977099237"
2002,VOLVO,S60,5,2400,"259,25"
2003,BUICK,CENTU,4,3132,258
2003,FORD,F150,4,4608,339
2003,TOYOT,CAMRY,,2400,"228,333333333333"
2003,VOLKS,JETTA,6,4000,247
2004,FORD,TAURU,8,4600,"276,75"
2004,GMC,SIERR,8,6000,"349,216038406828"
2004,INFIN,M45,8,4493,306
2004,TOYOT,HIGHL,6,3300,290
2005,DODGE,GRAND,4,3296,"282,833333333333"
2005,FORD,EXPLO,8,4600,380
2005,HONDA,ACCOR,4,3001,215
2006,ARTIS,,8,6200,"242,93759204692"
2006,DODGE,MAGNU,8,6100,363
2006,TOYOT,CAMRY,6,2361,255
2006,TOYOT,TACOM,4,2700,262
2007,ACURA,TL,4,3198,258
2007,CHEVR,SILVE,3,5297,"335,166666666667"
2007,GMC,SIERR,8,4800,"345,75"
2007,HYUND,ACCEN,8,1607,192
2007,NISSA,MURAN,6,3500,276
2007,TOYOT,PRIUS,,1492,117
2007,VOLVO,XC90,5,3198,"311,5"
2008,MERCE,E,9,2985,350
2009,MERCE,ML,6,3000,316
2009,SATUR,VUE,6,3600,"289,25"
2009,VOLKS,TOUAR,,3591,334
2010,VOLKS,GTI,,1984,215
2011,BMW,750,,4395,338
2011,KIA,SOREN,,2361,"234,666666666667"
2011,TOYOT,VENZA,4,3509,"231,5"
2012,AUDI,R8,,5215,"394,5"
2012,BUICK,ENCLA,6,3600,"288,5"
2013,HYUND,ACCEN,4,,"171,5"
2013,TOYOT,YARIS,6,1492,"165,5"
2014,FORD,EXPLO,,3509,"276,4"
2014,HONDA,CIVIC,4,1800,"167,333333333333"
2014,LINCO,MKT,6,3706,281
2015,LEXUS,RX,4,3509,"237,666666666667"
2016,BMW,M4,8,3001,"278,75"
2016,FORD,EDGE,,2001,233
2016,JEEP,CHERO,6,3608,"245,5"
2016,MITSU,LANCE,3,2001,"193,25"
2017,BENTL,CONTI,9,6002,308
2017,BUICK,ENCOR,,1394,"195,75"
2017,CHEVR,CRUZE,6,1394,"170,833333333333"
2017,MITSU,MIRAG,4,1197,"148,75"
2018,DODGE,GRAND,6,,275
2018,JAGUA,XE,4,3001,193
2018,KIA,STING,4,1607,265
2019,VOLKS,GOLF,4,,"202,583333333333"
1939,CITRO,,4,,"443,196"
1954,FORD,,6,,"397,656"
1956,FORD,,8,3001,"391,584"
1956,JEEP,,4,,"391,584"
1967,FORD,CUSTO,6,,"358,188"
1968,GMC,PICKU,6,,"355,152"
1969,CHEVR,BELAI,8,,"352,116"
1972,CITRO,,,,"343,008"
1972,FIAT,,4,,"343,008"
1973,DODGE,DART,6,,"339,972"
1975,AUSTI,MINI,4,,"333,9"
1976,CHEVR,C20,8,,"330,864"
1977,BMW,,6,,"327,828"
1977,CADIL,FLEET,8,,"327,828"
1977,HONDA,,4,,"327,828"
1978,CHEVR,CUSTO,8,,"324,792"
1979,CHRYS,300,8,,"321,756"
1979,MG,MGB,8,,"321,756"
1981,CHEVR,C20,8,5740,"315,684"
1983,BUICK,SKYLA,4,2476,"309,612"
1983,CHEVR,G20,8,5002,"309,612"
1984,GMC,C1500,8,1951,"306,576"
1985,WINNE,SHARO,4,2197,"303,54"
1986,CHEVR,SUBUR,8,5740,"300,504"
1986,TOYOT,4RUNN,6,2361,"300,504"
1987,AUDI,4000,5,2230,"297,468"
1987,BMW,325,6,,"297,468"
1987,MERCE,,5,,"297,468"
1988,NISSA,STANZ,4,1968,"294,432"
1989,BUICK,RIVIE,6,3788,"291,396"
1990,JEEP,WAGON,6,4000,"288,36"
1991,BMW,M5,6,3526,"285,324"
1992,DODGE,DAKOT,6,3900,"282,288"
1992,MITSU,,6,,"282,288"
1992,SAAB,CONVE,4,2263,"282,288"
1993,OLDSM,88,6,3788,"279,251999999999"
1994,NISSA,PATHF,6,2968,"276,216"
1995,FIAT,,4,2000,"283,55792135904"
1996,DODGE,DAKOT,4,2509,262
1996,LANDR,RANGE,8,3952,414
1996,PONTI,TRANS,4,3395,281
1998,CADIL,COMME,8,4575,"297,888888888889"
2000,CHEVR,EXPRE,4,4297,"268,25925480769"
2002,CHEVR,SILVE,8,6000,"264,973793185045"
2002,CHRYS,SEBRI,4,2400,248
2002,DODGE,RAM,6,4707,"393,666666666667"
2002,FORD,EXPLO,8,4600,375
2002,MAZDA,B2300,4,2300,"261,299533358557"
2002,MAZDA,MPV,4,2968,304
2003,ACURA,MDX,4,3477,313
2003,DODGE,RAM,6,5658,"409,5"
2003,FORD,F250,9,6806,"306,207013238137"
2003,JAGUA,VANDE,8,4001,306
2003,TOYOT,AVALO,3,3001,248
2003,VOLVO,S60,5,2400,247
2004,BENTL,CONTI,,6002,"248,798565700175"
2004,FORD,THUND,8,3900,306
2004,NISSA,SENTR,8,1771,199
2004,PONTI,GTO,8,5740,"234,086024070833"
2004,SATUR,VUE,4,3509,"251,666666666667"
2005,CHEVR,SILVE,4,5297,"254,411260947067"
2006,CHEVR,EXPRE,8,4800,"250,633648431217"
2006,CHEVR,MONTE,4,3500,242
2006,HYUND,SANTA,9,2657,"288,5"
2007,BUICK,LACRO,6,3805,"269,207218419415"
2007,DODGE,CARAV,3,3296,"276,666666666667"
2007,NISSA,SENTR,3,2001,"196,5"
2008,CHEVR,AVALA,8,6002,"381,5"
2008,MERCE,GL,8,4700,357
2008,SUBAR,FORES,,2460,"250,833333333333"
2008,TOYOT,YARIS,,1492,173
2009,GMC,ACADI,8,3608,"288,5"
2009,MITSU,LANCE,9,2001,261
2010,CHEVR,EQUIN,8,2394,276
2010,CHRYS,TOWN,6,3296,271
2010,NISSA,PATHF,8,5608,336
2011,AUDI,A5,,1984,"226,333333333333"
2011,TOYOT,TACOM,,2689,"260,5"
2012,MASER,QUATT,8,4690,380
2012,NISSA,QUEST,4,3509,258
2013,BMW,X1,4,2000,205
2013,MITSU,OUTLA,,3001,253
2013,ROLLS,PHANT,,6756,"394,5"
2014,TOYOT,HIGHL,4,3509,237
2015,BMW,X3,,3001,251
2015,INFIN,QX50,5,3706,274
2015,MITSU,MIRAG,,1197,"141,5"
2016,KIA,FORTE,6,1804,"182,5"
2016,MERCE,GLE,,3001,"265,5"
2016,NISSA,NV,6,4001,"195,872959781571"
2016,RAM,1500,,5707,"339,75"
2017,BENTL,CONTI,,6002,"367,5"
2018,AUDI,A4,,1984,"200,25"
2019,GENES,G90,8,5034,306
1945,FORD,,4,,"424,98"
1951,BUICK,,6,,"406,764"
1963,CHEVR,IMPAL,6,,"370,332"
1965,PLYMO,FURY,6,,"364,26"
1966,FORD,CUSTO,8,,"361,224"
1970,VOLKS,TRANS,4,,"349,08"
1971,MERCU,COMET,6,,"346,044"
1976,CHEVR,MALIB,8,,"330,864"
1976,FORD,CUSTO,6,,"330,864"
1976,VOLVO,,6,,"330,864"
1978,BUICK,SKYLA,6,,"324,792"
1979,FORD,CUSTO,8,,"321,756"
1980,FORD,E100,8,,"318,72"
1981,CHEVR,C20,8,7445,"315,684"
1984,PONTI,PHOEN,6,2837,"306,576"
1986,LADA,SIGNE,4,1509,"300,504"
1987,VOLVO,245,4,2312,"297,468"
1988,MERCE,260,6,2607,"294,432"
1989,FORD,,8,,"291,396"
1989,LINCO,CONTI,6,3805,"291,396"
1989,TOYOT,CELIC,4,,"291,396"
1990,VOLVO,240,,2312,"288,36"
1991,GMC,FORWA,6,4297,"285,324"
1991,ISUZU,STYLU,4,1591,"285,324"
1991,SAAB,900,4,1984,"285,324"
1992,OLDSM,CUTLA,4,3132,"282,288"
1993,GMC,SIERR,4,5740,"279,251999999999"
1993,SUZUK,,3,,"279,251999999999"
1995,HONDA,CIVIC,4,1500,"179,5"
1995,SAAB,900,6,2493,"279,5"
1995,VOLKS,PASSA,4,1591,"218,5"
1996,DODGE,GRAND,6,2968,294
1996,FORD,AEROS,6,4018,"340,5"
1997,BMW,328,4,2788,"271,5"
1997,FORD,RANGE,8,4018,"323,75"
1999,CHEVR,VENTU,4,3395,304
1999,JAGUA,XJR,8,4001,324
2000,HONDA,CIVIC,9,1591,206
2000,MAZDA,MILLE,6,2300,271
2001,ARTIS,,8,,"247,738038286526"
2001,MERCE,C,4,2591,276
2002,CHRYS,TOWN,6,3800,309
2002,OLDSM,INTRI,6,3500,260
2002,TOYOT,RAV4,,2001,251
2004,AUDI,A4,4,1800,"246,142857142857"
2004,CHEVR,VENTU,4,3395,289
2004,CHRYS,SEBRI,,2739,"253,571428571429"
2004,GMC,SAFAR,4,4297,"378,5"
2004,NISSA,SENTR,,1771,199
2005,CADIL,ESCAL,8,5297,455
2005,CHRYS,SEBRI,,2394,242
2005,HONDA,ELEME,4,,"209,639410745809"
2005,MAZDA,6,6,3000,"270,5"
2005,MAZDA,B4000,5,4018,"331,75"
2005,SATUR,VUE,3,3509,252
2005,VOLVO,S60,6,2509,"277,75"
2006,LAMBO,GALLA,,4969,"242,93759204692"
2006,MAZDA,TRIBU,,2296,"252,5"
2006,SUBAR,FORES,,2493,"254,166666666667"
2008,FORD,FOCUS,,2001,196
2008,KIA,SOREN,4,3296,306
2008,LANDR,RANGE,6,4198,386
2008,MERCE,C,4,3493,"274,5"
2009,FORD,RANGE,4,2300,244
2009,MITSU,ENDEA,6,3800,"317,5"
2009,NISSA,VERSA,5,1804,"192,333333333333"
2010,MAZDA,6,3,3706,229
2010,VOLVO,S80,6,3000,294
