import des bases...
importé

filtrage ADs dans base vehicules...
fin

emissions totales : 5.792215207805185 Mtonnes de CO2

on part de 5.792215207805185 et on veut 2.31 (diminution de 60.11888513936421%)

1.400416687879121 Mtonnes encore à gagner
1.3920337564091483 Mtonnes encore à gagner
1.3902082577889607 Mtonnes encore à gagner
1.3711850049935648 Mtonnes encore à gagner
1.3573768275173874 Mtonnes encore à gagner
1.3562065744103768 Mtonnes encore à gagner
1.3507833750048066 Mtonnes encore à gagner
1.299511628533315 Mtonnes encore à gagner
1.2969566453079162 Mtonnes encore à gagner
1.2904531305488098 Mtonnes encore à gagner
1.2890163838603912 Mtonnes encore à gagner
1.2871009909928715 Mtonnes encore à gagner
1.2804305454127052 Mtonnes encore à gagner
1.2630446986377772 Mtonnes encore à gagner
1.256168611510473 Mtonnes encore à gagner
1.256163043351389 Mtonnes encore à gagner
1.2523805708376479 Mtonnes encore à gagner
1.2487029072925537 Mtonnes encore à gagner
1.215080503074185 Mtonnes encore à gagner
1.2119995952233666 Mtonnes encore à gagner
1.2071640416719482 Mtonnes encore à gagner
1.2007129797374305 Mtonnes encore à gagner
1.1920388444286196 Mtonnes encore à gagner
1.1858169128656337 Mtonnes encore à gagner
1.1664684457615748 Mtonnes encore à gagner
1.163535101073502 Mtonnes encore à gagner
1.1617387908965813 Mtonnes encore à gagner
1.1588983360082534 Mtonnes encore à gagner
1.1585008211344827 Mtonnes encore à gagner
1.1464845185628807 Mtonnes encore à gagner
1.1413829056900329 Mtonnes encore à gagner
1.1329951812587753 Mtonnes encore à gagner
1.1304492768481578 Mtonnes encore à gagner
1.1282199760672427 Mtonnes encore à gagner
1.1274348933435614 Mtonnes encore à gagner
1.1064925551424882 Mtonnes encore à gagner
1.1046946489172718 Mtonnes encore à gagner
1.094772830840936 Mtonnes encore à gagner
1.084988856001376 Mtonnes encore à gagner
1.082982214762433 Mtonnes encore à gagner
1.0737564195283968 Mtonnes encore à gagner
1.0639167078524046 Mtonnes encore à gagner
1.039680883641351 Mtonnes encore à gagner
1.034862605662378 Mtonnes encore à gagner
1.0053954997234107 Mtonnes encore à gagner
1.0046833190752595 Mtonnes encore à gagner
0.9832134501701648 Mtonnes encore à gagner
0.981349086168926 Mtonnes encore à gagner
0.9741133964012461 Mtonnes encore à gagner
0.94081465248316 Mtonnes encore à gagner
0.9322763978796424 Mtonnes encore à gagner
0.9321615424212593 Mtonnes encore à gagner
0.9182416234655952 Mtonnes encore à gagner
0.9144976647690188 Mtonnes encore à gagner
0.9124004415643254 Mtonnes encore à gagner
0.8997151037352649 Mtonnes encore à gagner
0.8916799661877017 Mtonnes encore à gagner
0.8791544777946698 Mtonnes encore à gagner
0.8729977894618095 Mtonnes encore à gagner
0.86548775308332 Mtonnes encore à gagner
0.8579509739034852 Mtonnes encore à gagner
0.8494081826295719 Mtonnes encore à gagner
0.8452118943270346 Mtonnes encore à gagner
0.8414927619243029 Mtonnes encore à gagner
0.8394470577175257 Mtonnes encore à gagner
0.8375593918325022 Mtonnes encore à gagner
0.827716835082108 Mtonnes encore à gagner
0.8204453596078096 Mtonnes encore à gagner
0.820325781035609 Mtonnes encore à gagner
0.8134558545787356 Mtonnes encore à gagner
0.7989304185589989 Mtonnes encore à gagner
0.7979010303972633 Mtonnes encore à gagner
0.7911103863545224 Mtonnes encore à gagner
0.7809697215007638 Mtonnes encore à gagner
0.7739291638890893 Mtonnes encore à gagner
0.7731171356160105 Mtonnes encore à gagner
0.7682925016625739 Mtonnes encore à gagner
0.7660214218789032 Mtonnes encore à gagner
0.7563450463709729 Mtonnes encore à gagner
0.7337860458276242 Mtonnes encore à gagner
